No,,m_name,address,경도,위도,상태
114,120,정마트,전북 전주시 덕진구 기린대로 1018-10,127.075771415593,35.8678753938479,정좌표
115,121,주성마트,전북 전주시 덕진구 편운로 11,127.07780560273,35.871491329124,정좌표
116,122,파리바게트 여의점,전주시 덕진구 쪽구름로 61,127.076454914735,35.8708305660987,정좌표
117,123,파리바게트여의점,전북 전주시 덕진구 쪽구름로 61,127.076454914735,35.8708305660987,정좌표
118,124,하하꼬치,전라북도 전주시 덕진구 덕용4길 11,127.078281004229,35.8704887900517,정좌표
119,130,"CU (구,훼미리마트)(전주우아점)",전북 전주시 덕진구 우아로 10,127.156957563758,35.8489743397241,정좌표
120,131,두레박회관,전북 전주시 덕진구 동부대로 685,127.159806108008,35.8496936295635,정좌표
121,132,레드에플 전주점,전북 전주시 덕진구 견훤로 491,127.155094066385,35.8544677539643,정좌표
122,133,롯데리아 홈플러스전주,전북 전주시 덕진구 백제대로 771,127.152894158173,35.8475110754809,정좌표
123,134,맛나손수제비,전라북도 전주시 덕진구 우아9길 10,127.156799907003,35.8510261384823,정좌표
124,135,바른생활,전라북도 전주시 덕진구 견훤로 503,127.155623662214,35.8552513304677,정좌표
125,136,튀김짱김밥,전라북도 전주시 덕진구우아동3가 594-22,127.155698802085,35.8554042374624,정좌표
126,137,"CU (구,훼미리마트)(전주고려병원점)",전북 전주시 덕진구 안덕원로 373,127.167364924559,35.8396098740312,정좌표
127,138,걸작떡볶이 아중점,전라북도 전주시 덕진구 석소로 18,127.169696760476,35.8290212521983,정좌표
128,139,본죽&비빔밥 전주고려병원점,전라북도 전주시 덕진구 안덕원로 373,127.167364924559,35.8396098740312,정좌표
129,140,청혜참치,전라북도 전주시 덕진구 인교9길 27-2,127.17603084496,35.8260011290052,정좌표
130,141,한솔아중점,전주시 덕진구 석소로 18,127.169696760476,35.8290212521983,정좌표
131,142,"CU (구,훼미리마트)(안골삼성점)",전북 전주시 덕진구 진버들1길 6,127.157762617846,35.8357398738695,정좌표
132,143,돼지저금통,전북 전주시 덕진구 팽나무4길 10,127.154321299855,35.835713074539,정좌표
133,144,롯데리아전주인후점,전락북도 전주시 덕진구 안덕원로 237,127.152974651431,35.8366593142807,정좌표
134,145,본죽 전주안골점,전라북도 전주시 덕진구 안덕원로 263,127.155742896129,35.8369534480265,정좌표
135,146,봉구스밥버거안골점,전북 전주시 덕진구 삼방죽2길 32,127.125450641159,35.8522429863747,인근좌표
136,147,중식당 진가,전주시 덕진구 팽나무4길 19,127.154729746837,35.8348780016649,정좌표
137,148,한신플러스마트,전북 전주시 덕진구 심방죽2길 26,127.153464313984,35.8372062035062,정좌표
138,150,마시루,전북 전주시 덕진구 명주5길 11,127.151230943856,35.845147461694,정좌표
139,151,본죽&비빔밥 전주대자인병원점,전라북도 전주시 덕진구 견훤로 379,127.153003544036,35.8449620825638,정좌표
140,152,봄봄,전라북도 전주시 덕진구 모래내6길 12,127.145835915632,35.8348836782209,정좌표
141,154,성락분식,전북 전주시 덕진구 명주5길 11,127.151230943856,35.845147461694,정좌표
142,155,소희네분식,전라북도 전주시 덕진구인후동2가 235-1(전주여고앞),127.14577190765,35.8341123136836,정좌표
143,156,아띠,전북 전주시 덕진구 모래내6길 5-4,127.145773516703,35.8341329007875,정좌표
144,157,파리바게뜨 전주모래내점,전주 덕지구 안덕원로 168,127.146245706332,35.8336102735407,정좌표
145,158,"CU (구,훼미리마트)(아중대우점)",전북 전주시 덕진구 건산로 276,127.167334324303,35.8355029373545,정좌표
146,159,"CU (구,훼미리마트)(인후부영점)",전북 전주시 덕진구 아중로 166,127.167760509471,35.8263956404315,정좌표
147,160,"CU (구,훼미리마트)(전주아중점)",전북 전주시 덕진구 석소3길 13,127.17001336928,35.8341106567188,정좌표
148,161,감탄아중점,전북 전주시 덕진구 석소로 29,127.167440095061,35.8292258270185,정좌표
149,162,김밥집불났네,전주시 덕진구 우삼지로 21,127.125450641159,35.8522429863747,인근좌표
150,163,김우동,전주시 덕진구 석소로 27,127.168915389373,35.8297201082429,정좌표
151,164,다농,전북 전주시 덕진구 한배미로 6,127.166058589662,35.8255084224821,정좌표
152,165,롯데리아 아중점,전북 전주시 덕진구 무삼지로 68,127.163426031779,35.8315103454824,정좌표
153,166,본 죽&비빔밥 전주아중점,전라북도 전주시 덕진구 무삼지로 80,127.163175634026,35.8326310724273,정좌표
154,167,봉구스밥버거 아중점,전라북도 전주시 덕진구 무삼지로 53-1,127.163479317524,35.8303598537255,정좌표
155,168,신 김우동,전주시 덕진구 석소로 31,127.168645917792,35.8301250924868,정좌표
156,169,얌스 아중현대점,전주시 덕진구 석소로 29,127.167440095061,35.8292258270185,정좌표
157,170,얌스아중점,전주시 덕진구 건산로 255,127.165051062714,35.8355676427767,정좌표
158,171,죠피자 아중점,전북 전주시 덕진구 석소로 31 아중제일아파트,127.168645917792,35.8301250924868,정좌표
159,172,참마트,전주시 덕진구 동가재미 2길 51,127.165902716787,35.8346300803472,정좌표
160,173,챔프김밥,전북 전주시 덕진구 무삼지로 80,127.163175634026,35.8326310724273,정좌표
161,174,캠토 우아점,전북 전주시 덕진구 석소로 22,127.169510639151,35.8293520842104,정좌표
162,175,큰집닭강정아중점,전북 전주시 덕진구 무삼지로 21,127.165119207191,35.8277508318054,정좌표
163,176,토목수,전북 전주시 덕진구 구총목로 31,127.163428939585,35.828524925837,정좌표
164,177,파리바게뜨 전주아중점,전북 전주시 덕진구 석소로 31 아중제일아파트,127.168645917792,35.8301250924868,정좌표
165,178,파리바게뜨전주우아점,전라북도 전주시 덕진구 선산로 260,127.125450641159,35.8522429863747,인근좌표
166,179,피자스쿨 아중점,전주시 덕진구 무삼지로 21,127.165119207191,35.8277508318054,정좌표
167,180,피자애 아중점,전주시 덕진구 석소로 20,127.169561698143,35.829219236333,정좌표
168,181,홈마트,전북 전주시 덕진구 가재미3길 15,127.160660542842,35.8286534658751,정좌표
169,182,깨순이깁밥 반월점,전북 전주시 덕진구 쪽구름로 121,127.071867900501,35.8737264927411,정좌표
170,183,농축산물마트유,전북 전주시 덕진구 반월4길 7,127.071496980272,35.8745918834947,정좌표
171,184,반월주공마트,전북 전주시 덕진구 반월3길 19,127.072088109024,35.872301658597,정좌표
172,185,본죽 전주동산점,전라북도 전주시 덕진구 쪽구름로 75,127.075911818263,35.8720593422473,정좌표
173,186,삼오슈퍼,전북 전주시 덕진구 반월5길 8-12,127.069096865329,35.8735148958484,정좌표
174,187,엄마김밥,전북 전주시 덕진구 반월4길 8,127.072023636909,35.8745058544364,정좌표
175,188,왕대박마트,전북 전주시 덕진구 반월3길 9,127.072017700786,35.873164695165,정좌표
176,189,정스돈까스반월점,전주시 덕진구 쪽구름로 121,127.071867900501,35.8737264927411,정좌표
177,190,토마토마트,전북 전주시 덕진구 쪽구름로 119,127.072203843042,35.8736973054461,정좌표
178,191,파리바게뜨 진주반월점,전주시 덕진구 쪽구름로 125,127.071545416748,35.8738256916818,정좌표
179,192,또와분식,전주시 완산구 태평5길 41-5,127.143169638613,35.8242063557179,정좌표
180,193,롯데리아 전주고사점,전라북도 전주시 완산구 전주객사5길 22-3,127.145799573282,35.8193915720552,정좌표
181,194,마트유(태평점),전북 전주시 완산구 공북로 77,127.140297981531,35.8262365283402,정좌표
182,195,본죽&비빔밥 전주객사점,전라북도 전주시 완산구 충경로 40(중앙동2가)1층,127.152792825447,35.8204161955184,인근좌표
183,196,신포우리만두,전라북도 전주시 완산구 전주객사4길 24-5,127.14417515477,35.8190566026627,정좌표
184,197,중본이쟁반짜장,전주시 완산구 공북로 71,127.139523557197,35.8261147442807,정좌표
185,198,한스델리중앙점,전북 전주시 완산구 전주객사5길 43-18 2층,127.144541541288,35.8200573083888,정좌표
