음식점번호,음식점명,대표자명,도로명주소,지번주소,음식점유형,읍면동리,본번,부번,도로명,도로명본번,도로명부번,PNU코드
2163,별미,이병천,퇴촌면 정영로 570,퇴촌면 도수리 87-2번지 ,한식,4161034025,87,2,정영로,570,0,4.16103E+18
2164,포비엣,여민정,"경안로41번길 1, 1층 (경안동)",경안동 36-35번지 경안동 1층,한식,4161010100,36,35,경안로41번길,1,0,4.16101E+18
2165,본스치킨,이원숙,"탄벌길 50, 1층 (탄벌동)",탄벌동 204-5번지 탄벌동 1층,통닭(치킨),4161010500,204,5,탄벌길,50,0,4.16101E+18
2166,이모네포차,심영예,"도척면 도척로 335, 1층",도척면 진우리 476-1번지 1층,정종/대포집/소주방,4161033028,476,1,도척로,335,0,4.16103E+18
2167,피자와치킨의러브레터,최상선,"경충대로1480번길 7, 1층 (쌍령동)",쌍령동 238-2번지 쌍령동 1층,통닭(치킨),4161010200,238,2,경충대로1480번길,7,0,4.16101E+18
2168,밀목손만두 얼큰칼국수,김현주,"회안대로 949, 1층 (송정동)",송정동 429-4번지 송정동 1층,한식,4161010300,429,4,회안대로,949,0,4.16101E+18
2169,가르텐비어,최미량,"곤지암읍 평촌길 35-10, 2층",곤지암읍 삼리 106-21번지 2층,호프/통닭,4161025936,106,21,평촌길,35,10,4.16103E+18
2170,텃골길,전숙희,텃골길 19 (중대동),중대동 214-7번지 중대동 ,통닭(치킨),4161010800,214,7,텃골길,19,0,4.16101E+18
2171,봉구스밥버거(경안점),원종선,중앙로123번길 14 (경안동),경안동 49-10번지 경안동 ,한식,4161010100,49,10,중앙로123번길,14,0,4.16101E+18
2172,미성순대국,이담주,곤지암읍 광여로 63,곤지암읍 곤지암리 140-2번지 ,한식,4161025921,140,2,광여로,63,0,4.16103E+18
2173,논두렁밭두렁,천영노,곤지암읍 도척윗로36번길 13,곤지암읍 삼리 49-2번지 ,한식,4161025936,49,2,도척윗로36번길,13,0,4.16103E+18
2174,태능참숯숯불구이,이재준,"초월읍 경충대로 1010-2, 2층",초월읍 쌍동리 3-2번지 2층,식육(숯불구이),4161025322,3,2,경충대로,1010,2,4.16103E+18
2175,한우덕,정연실 외 1명,포돌이로17번길 4 (경안동),경안동 128-13번지 경안동 ,까페,4161010100,128,13,포돌이로17번길,4,0,4.16101E+18
2176,광명포차,국식근,"오포읍 신현로 44-8, 1층",오포읍 신현리 709-8번지 1층,호프/통닭,4161025022,709,8,신현로,44,8,4.16103E+18
2177,대가,이주안,도척면 도척로 186,도척면 진우리 26번지 ,한식,4161033028,26,0,도척로,186,0,4.16103E+18
2178,마루커피,한철호,이배재로 462 (목현동),목현동 393-2번지 목현동 ,까페,4161010600,393,2,이배재로,462,0,4.16101E+18
2179,대가,원춘재,"도척면 도척윗로 205, 1층",도척면 궁평리 543-4번지 1층,한식,4161033027,543,4,도척윗로,205,0,4.16103E+18
2180,발발이,이규억,"오포읍 양벌로 299, 1층",오포읍 양벌리 561-6번지 1층,식육(숯불구이),4161025027,561,6,양벌로,299,0,4.16103E+18
2181,우리호프,김동숙,중앙로335번길 6 (송정동),송정동 399번지 송정동 ,호프/통닭,4161010300,399,0,중앙로335번길,6,0,4.16101E+18
2182,호식이두마리치킨(삼동점),최영란,삼지곡길 80 (삼동),삼동 140-2번지 삼동 ,통닭(치킨),4161010700,140,2,삼지곡길,80,0,4.16101E+18
2183,만선포차,김경자,"곤지암읍 만선로 57, 1층",곤지암읍 만선리 364번지 1층,호프/통닭,4161025927,364,0,만선로,57,0,4.16103E+18
2184,辛두루막창,허은제,"오포읍 신현로 48, 1층 (102호, 103호)",오포읍 신현리 695-3번지 1층  102호,식육(숯불구이),4161025022,695,3,신현로,48,0,4.16103E+18
2185,교촌치킨(태전점),이정원,"태봉로 26, 103호 (태전동)",태전동 261-14번지 태전동 103호,통닭(치킨),4161011000,261,14,태봉로,26,0,4.16101E+18
2186,장충동왕족발,신철웅,"문화로 20-6, 1층 (역동)",역동 51-2번지 역동 1층,식육(숯불구이),4161011200,51,2,문화로,20,6,4.16101E+18
2187,곱창. 찜닭. 삼겹애 반하다,서정여,오포읍 양촌안길 56,오포읍 양벌리 725-10번지 ,정종/대포집/소주방,4161025027,725,10,양촌안길,56,0,4.16103E+18
2188,남도식당,박영애,"오포읍 추자길 17, 1층",오포읍 추자리 383번지 1층,분식,4161025025,383,0,추자길,17,0,4.16103E+18
2189,또봉이통닭 시청점,최은정,중앙로 320 (송정동),송정동 392-1번지 송정동 ,통닭(치킨),4161010300,392,1,중앙로,320,0,4.16101E+18
2190,뚝배기 양평해장국,이병탁,순암로 236 (중대동),중대동 148-3번지 중대동 ,한식,4161010800,148,3,순암로,236,0,4.16101E+18
2191,카페피노,서혜승,퇴촌면 천진암로 628,퇴촌면 관음리 352-2번지 ,한식,4161034022,352,2,천진암로,628,0,4.16103E+18
2192,형제가든,강용구,이배재로 413-9 (목현동),목현동 283번지 목현동 ,탕류(보신용),4161010600,283,0,이배재로,413,9,4.16101E+18
2193,The 돈까스,조순자,"곤지암읍 경충대로 778, 1층",곤지암읍 삼리 138-5번지 1층,경양식,4161025936,138,5,경충대로,778,0,4.16103E+18
2194,곤지암숯불고기,정상명,도척면 독고개길302번길 49,도척면 도웅리 400번지 ,한식,4161033026,400,0,독고개길302번길,49,0,4.16103E+18
2195,배꼽시계칼국수,김성순,퇴촌면 광동로 99,퇴촌면 광동리 176-11번지 ,한식,4161034021,176,11,광동로,99,0,4.16103E+18
2196,교동짬뽕,지정식,파발로 210 (탄벌동),탄벌동 18-6번지 탄벌동 ,중국식,4161010500,18,6,파발로,210,0,4.16101E+18
2197,감골오리광주점,김동철,"오포읍 청석로 22-3, 1층",오포읍 양벌리 60-5번지 1층,한식,4161025027,60,5,청석로,22,3,4.16103E+18
2198,내담대구왕뽈찜,조영훈,"오포읍 신현로 93, 1층",오포읍 신현리 667-10번지 1층,한식,4161025022,667,10,신현로,93,0,4.16103E+18
2199,물안개가든,남기춘,"남종면 능곡마을길 10-62, 1층",남종면 검천리 867-1번지 1층,한식,4161035026,867,1,능곡마을길,10,62,4.16104E+18
2200,압구정,정진구,"도척면 독고개길302번길 55, 2층",도척면 도웅리 401번지 2층,한식,4161033026,401,0,독고개길302번길,55,0,4.16103E+18
2201,고향추어탕,박형준,순암로 266 (중대동),중대동 115-3번지 중대동 ,한식,4161010800,115,3,순암로,266,0,4.16101E+18
2202,떡볶이공장,원지혜,퇴촌면 광동로 64-1,퇴촌면 광동리 146-9번지 ,분식,4161034021,146,9,광동로,64,1,4.16103E+18
2203,장지콩나물(송정점),홍숙희,"중앙로 196, 1층 (송정동)",송정동 110-3번지 송정동 1층,한식,4161010300,110,3,중앙로,196,0,4.16101E+18
2204,사슴목장보리밥집,이계순,"곤지암읍 곤지암천로 143, 1층",곤지암읍 신대리 277-9번지 1층,한식,4161025935,277,9,곤지암천로,143,0,4.16103E+18
2205,피자명과 경아두마리,기희열,"곤지암읍 경충대로 776, 1,2층",곤지암읍 삼리 138-2번지 1호 2층,경양식,4161025936,138,2,경충대로,776,0,4.16103E+18
2206,우리집밥,권은국,"곤지암읍 도척로 147, 1층",곤지암읍 곤지암리 510-5번지 1층,한식,4161025921,510,5,도척로,147,0,4.16103E+18
2207,궁전,XU ZHENSHAN,"곤지암읍 곤지암로 65, 2층",곤지암읍 곤지암리 445-4번지 2층,호프/통닭,4161025921,445,4,곤지암로,65,0,4.16103E+18
2208,홍대칼국수와족발 경기광주점,이혜실,"포돌이로 21, 1층 (경안동, 명성빌딩)",경안동 128-9번지 명성빌딩 1층,한식,4161010100,128,9,포돌이로,21,0,4.16101E+18
2209,숯골부페,이명순 외 1명,초월읍 숯골길 3,초월읍 신월리 665-1번지 ,한식,4161025328,665,1,숯골길,3,0,4.16103E+18
2210,능이버섯오리닭,이순자,"역동로 21, 1층 (역동)",역동 39-13번지 역동 1층,한식,4161011200,39,13,역동로,21,0,4.16101E+18
2211,풍년식당,최승운,초월읍 용수길 31-44,초월읍 용수리 220-9번지 ,한식,4161025327,220,9,용수길,31,44,4.16103E+18
2212,소주가 나를 기다린다,이윤순,"오포읍 새말길 123, 1층",오포읍 신현리 584번지 1층,정종/대포집/소주방,4161025022,584,0,새말길,123,0,4.16103E+18
2213,짬뽕타임24시,김응례외 1명,"광주대로 106, 1층 (송정동)",송정동 57-5번지 송정동 1층,중국식,4161010300,57,5,광주대로,106,0,4.16101E+18
2214,오븐에꾸운꼬꼬닭,이헌수,"오포읍 양촌길 160, 1층",,통닭(치킨),,,,양촌길,160,0,
2215,청실홍실,윤미자,남한산성면 박진이길 30,남한산성면 하번천리 87-1번지 ,한식,4161037025,87,1,박진이길,30,0,4.16104E+18
2216,돌멩이네,김현숙,"태봉로13번길 16, 1층 (장지동)",장지동 68-5번지 1층  지동,한식,4161011100,68,5,태봉로13번길,16,0,4.16101E+18
2217,대쌍실내포차,박정숙,초월읍 경충대로 1248,초월읍 대쌍령리 196-29번지 ,정종/대포집/소주방,4161025321,196,29,경충대로,1248,0,4.16103E+18
2218,곤지암기와집,임금심,곤지암읍 경충대로 522,곤지암읍 곤지암리 178번지 ,한식,4161025921,178,0,경충대로,522,0,4.16103E+18
2219,깡's 닭발,서미연,"벌원길 64-3, 1층 101호 (탄벌동)",탄벌동 48-11번지 탄벌동 1층  101호,호프/통닭,4161010500,48,11,벌원길,64,3,4.16101E+18
2220,동네포차,최해용,오포읍 양촌안길 40,오포읍 양벌리 549번지 ,한식,4161025027,549,0,양촌안길,40,0,4.16103E+18
2221,불난맥주(경안점),안지훈,경안로 14-14 (경안동),경안동 20-2번지 경안동 ,호프/통닭,4161010100,20,2,경안로,14,14,4.16101E+18
2222,가온,장숙자,남종면 능곡마을길 9,남종면 검천리 794-2번지 ,한식,4161035026,794,2,능곡마을길,9,0,4.16104E+18
2223,페리카나(광주점),김원기,문화로 6 (역동),역동 55-8번지 역동 ,호프/통닭,4161011200,55,8,문화로,6,0,4.16101E+18
2224,coffee story,주명중,곤지암읍 평촌길 24,곤지암읍 삼리 125-1번지 ,까페,4161025936,125,1,평촌길,24,0,4.16103E+18
2225,왕돈까스&잔치국수,신인숙,"퇴촌면 도지울길 8, 102호",퇴촌면 도수리 618-8번지 102호,한식,4161034025,618,8,도지울길,8,0,4.16103E+18
2226,날으는완다비어,김창우,"중앙로 135, 2층 (경안동)",경안동 71-7번지 경안동 2층,호프/통닭,4161010100,71,7,중앙로,135,0,4.16101E+18
2227,피자스쿨(능평삼거리점),백시윤,"오포읍 오포로 121, 1층",오포읍 능평리 151-6번지 1층,패스트푸드,4161025023,151,6,오포로,121,0,4.16103E+18
2228,바비막국수,김영숙,"남한산성면 남한산성로 290, 1층",남한산성면 오전리 416-1번지 1층,한식,4161037026,416,1,남한산성로,290,0,4.16104E+18
2229,또봉이통닭,박채준,"오포읍 봉골길 5, 1층",오포읍 문형리 230-1번지 1층,통닭(치킨),4161025024,230,1,봉골길,5,0,4.16103E+18
2230,두락참숯구이,강혜은,"초월읍 현산로 82, 1층",초월읍 도평리 225번지 1층,식육(숯불구이),4161025332,225,0,현산로,82,0,4.16103E+18
2231,초월포차,국미경,초월읍 경충대로1127번길 10-1,초월읍 쌍동리 279-6번지 ,정종/대포집/소주방,4161025322,279,6,경충대로1127번길,10,1,4.16103E+18
2232,영심이치킨 광주점,장희숙,문화로124번길 3 (경안동),경안동 124-10번지 경안동 ,호프/통닭,4161010100,124,10,문화로124번길,3,0,4.16101E+18
2233,장땡,장미화,"퇴촌면 광동로 76, 1층",퇴촌면 광동리 144-3번지 1층,한식,4161034021,144,3,광동로,76,0,4.16103E+18
2234,백야,조영훈,"광주대로21번길 9, 1층 (역동)",역동 22-35번지 역동 1층,중국식,4161011200,22,35,광주대로21번길,9,0,4.16101E+18
2235,신현쭈꾸미,강현이,"오포읍 새말길 7, 1층",오포읍 신현리 660-3번지 1층,한식,4161025022,660,3,새말길,7,0,4.16103E+18
2236,대동강,서원준,도척면 도척윗로 200,도척면 궁평리 539-3번지 ,한식,4161033027,539,3,도척윗로,200,0,4.16103E+18
2237,키즈왕국,박상미,"오포읍 문형산길 27, 1층",오포읍 신현리 362-3번지 1층,키즈카페,4161025022,362,3,문형산길,27,0,4.16103E+18
2238,한우대가,이문자,"광남안로 47, 1층 (태전동)",태전동 317-2번지 태전동 1층,식육(숯불구이),4161011000,317,2,광남안로,47,0,4.16101E+18
2239,명보성,홍순정,"곤지암읍 경충대로 555-5, 1층 (엘지아파트)",곤지암읍 곤지암리 337-12번지 엘지아파트 1층,중국식,4161025921,337,12,경충대로,555,5,4.16103E+18
2240,식신양푼갈비,최오목,오포읍 새말길 95,오포읍 신현리 588-12번지 ,한식,4161025022,588,12,새말길,95,0,4.16103E+18
2241,스쿨분식,양순실,"도척면 노곡로 40, 1층",도척면 노곡리 238-2번지 1층,분식,4161033021,238,2,노곡로,40,0,4.16103E+18
2242,영심이두마리치킨(곤지암점),박미란,"곤지암읍 평촌길 24, 상가동 102호 (킴스빌리지)",곤지암읍 삼리 125-1번지 상가동 102호 지,통닭(치킨),4161025936,125,1,평촌길,24,0,4.16103E+18
2243,달봉감자,이혜란,"경안로 14-18, 나동 1층 (경안동)",경안동 19-8번지 경안동 나동 1층,호프/통닭,4161010100,19,8,경안로,14,18,4.16101E+18
2244,남원골추어탕,김미영,"초월읍 장담길 1, 1층",초월읍 쌍동리 130-18번지 1층,탕류(보신용),4161025322,130,18,장담길,1,0,4.16103E+18
2245,오꾸꼬장지점,서민영,"고불로 43-1, 1층 106호 (장지동)",장지동 686-2번지 1층  106호 지동,통닭(치킨),4161011100,686,2,고불로,43,1,4.16101E+18
2246,일미포차,유계연,"역동로34번길 25, 1층 101호 (역동)",역동 7-3번지 동양파크빌 1층  101호,정종/대포집/소주방,4161011200,7,3,역동로34번길,25,0,4.16101E+18
2247,죽이야기(경기광주장지점),안상기,"장지3길 8, 지하층 02호 (장지동)",장지동 52-6번지 스타파크 하층 02호 장101동,한식,4161011100,52,6,장지3길,8,0,4.16101E+18
2248,청정한우연탄구이,최미경,포돌이로 35 (탄벌동),탄벌동 110-5번지 탄벌동 ,식육(숯불구이),4161010500,110,5,포돌이로,35,0,4.16101E+18
2249,곤지암돌짜장,최광주,곤지암읍 광여로313번길 2,곤지암읍 오향리 368-16번지 ,한식,4161025933,368,16,광여로313번길,2,0,4.16103E+18
2250,교촌치킨(신현점),박요한,오포읍 신현로 120,오포읍 신현리 371-4번지 ,통닭(치킨),4161025022,371,4,신현로,120,0,4.16103E+18
2251,매봉골흑염소,이상근,오포읍 매봉재길 5-2,오포읍 매산리 587-6번지 ,탕류(보신용),4161025026,587,6,매봉재길,5,2,4.16103E+18
2252,윙스,이현애,"곤지암읍 벌열미길 14, 1층",곤지암읍 열미리 270-3번지 1층,까페,4161025934,270,3,벌열미길,14,0,4.16103E+18
2253,도골오리농장,박노월,초월읍 경충대로 1009-6,초월읍 쌍동리 167-3번지 ,탕류(보신용),4161025322,167,3,경충대로,1009,6,4.16103E+18
2254,소담포차,임영옥,포돌이로11번길 16 (경안동),경안동 136-1번지 경안동 ,호프/통닭,4161010100,136,1,포돌이로11번길,16,0,4.16101E+18
2255,동네방네,박정희,오포읍 마루들길 220,오포읍 양벌리 368-1번지 ,한식,4161025027,368,1,마루들길,220,0,4.16103E+18
2256,피나치너,이윤경,"태봉로42번길 30-9, 103동 B101호 (태전동, 라데팡스)",태전동 244-83번지 라데팡스 103동 B101호,호프/통닭,4161011000,244,83,태봉로42번길,30,9,4.16101E+18
2257,허가네 흑염소,허병회 외 1명,"초월읍 도곡길 20, 1층",초월읍 쌍동리 332-6번지 1층,한식,4161025322,332,6,도곡길,20,0,4.16103E+18
2258,처캇집양념치킨 광주점,송명근,"중앙로 188, 1층 (송정동)",송정동 111-1번지 송정동 1층,통닭(치킨),4161010300,111,1,중앙로,188,0,4.16101E+18
2259,신땡초불닭발 오돌뼈,길경옥,중앙로 188 (송정동),송정동 111-1번지 송정동 ,정종/대포집/소주방,4161010300,111,1,중앙로,188,0,4.16101E+18
2260,광주정육점식당,강장원,고불로 62-5 (태전동),태전동 269-9번지 태전동 ,식육(숯불구이),4161011000,269,9,고불로,62,5,4.16101E+18
2261,솔뫼,김솔뫼,도척면 도척윗로 398,도척면 도웅리 14-46번지 ,한식,4161033026,14,46,도척윗로,398,0,4.16103E+18
2262,모로미식당,이태호,중앙로 133 (경안동),경안동 71-9번지 경안동 ,호프/통닭,4161010100,71,9,중앙로,133,0,4.16101E+18
2263,BBQ 광주도평점,김해진,"초월읍 현산로 106, 1층",초월읍 도평리 209-1번지 1층,통닭(치킨),4161025332,209,1,현산로,106,0,4.16103E+18
2264,샹버버오리목,XU YUJIN,"문화로 38, 1층 (역동)",역동 1-173번지 역동 1층,기타,4161011200,1,173,문화로,38,0,4.16101E+18
2265,BHC 양벌점 (비에이치씨 양벌점),민경칠,"오포읍 마루들길 205, 1층",오포읍 양벌리 308-6번지 1층,호프/통닭,4161025027,308,6,마루들길,205,0,4.16103E+18
2266,먹자집포장마차,강복순,"중앙로145번길 19, 1층 (경안동)",경안동 83-6번지 경안동 1층,한식,4161010100,83,6,중앙로145번길,19,0,4.16101E+18
2267,시골보리밥,심수빈,이배재로 270 (목현동),목현동 108-1번지 목현동 ,한식,4161010600,108,1,이배재로,270,0,4.16101E+18
2268,삼대째손두부,김희종,도척면 도척로 324,도척면 진우리 207-1번지 ,한식,4161033028,207,1,도척로,324,0,4.16103E+18
2269,항아리보쌈,오재준,순암로 82 (장지동),장지동 347-7번지 지동,한식,4161011100,347,7,순암로,82,0,4.16101E+18
2270,피자나라치킨공주(오포점),김성주,오포읍 신현로 65-22,오포읍 신현리 681-10번지 ,통닭(치킨),4161025022,681,10,신현로,65,22,4.16103E+18
2271,리버휠스크린음식점,차순애,오포읍 포은대로 621-47,오포읍 고산리 4-1번지 ,한식,4161025021,4,1,포은대로,621,47,4.16103E+18
2272,뚱뚱이할머니족발보쌈,김민수,"포돌이로11번길 23, 1층 (경안동)",경안동 134-11번지 경안동 1층,식육(숯불구이),4161010100,134,11,포돌이로11번길,23,0,4.16101E+18
2273,산이리푸짐한감자탕,한영미,"초월읍 경충대로 876, 2층",초월읍 산이리 7-6번지 2층,탕류(보신용),4161025323,7,6,경충대로,876,0,4.16103E+18
2274,콩박사한방오리,조근희,"남한산성면 회안대로 1573, 1동 1층",남한산성면 엄미리 193-1번지 1동 동1층,식육(숯불구이),4161037022,193,1,회안대로,1573,0,4.16104E+18
2275,별한식뷔페,김혜숙,초월읍 산수로 553,초월읍 신월리 433-3번지 ,한식,4161025328,433,3,산수로,553,0,4.16103E+18
2276,고베프리미엄,강성호,오포읍 문형산길 87-1,오포읍 신현리 290-6번지 ,식육(숯불구이),4161025022,290,6,문형산길,87,1,4.16103E+18
2277,백암실내포장마차,신수길,경안로57번길 16-2 (역동),역동 1-141번지 역동 ,호프/통닭,4161011200,1,141,경안로57번길,16,2,4.16101E+18
2278,다올고기마을,최경자,"도척면 도척윗로 799, 1층",도척면 노곡리 48-9번지 1층,식육(숯불구이),4161033021,48,9,도척윗로,799,0,4.16103E+18
2279,북문로떡볶이,천민정,"경안안길 63-1, 1층 (경안동)",경안동 50-8번지 1층,분식,4161010100,50,8,경안안길,63,1,4.16101E+18
2280,소복국수,김현종,이배재로 485 (목현동),목현동 731번지 목현동 ,한식,4161010600,731,0,이배재로,485,0,4.16101E+18
2281,남한산성막국수,이행자,"남한산성면 남한산성로 803, 지하1층",남한산성면 산성리 1052-1번지 하1층,한식,4161037021,1052,1,남한산성로,803,0,4.16104E+18
2282,희락당,하수연,남한산성면 은골길 15,남한산성면 하번천리 300-2번지 ,한식,4161037025,300,2,은골길,15,0,4.16104E+18
2283,서울호프,주아인,"경안로 95, 1층 (경안동)",경안동 189-14번지 경안동 1층,호프/통닭,4161010100,189,14,경안로,95,0,4.16101E+18
2284,냉면사랑,장상복,"도척면 도척로 340, 1층",도척면 진우리 471-7번지 1층,한식,4161033028,471,7,도척로,340,0,4.16103E+18
2285,남한산성의집,이동명,남한산성면 오전길 108-9,남한산성면 오전리 217번지 ,경양식,4161037026,217,0,오전길,108,9,4.16104E+18
2286,DONBOB(돈밥),이동규,"오포읍 능평로30번길 6, 1층",오포읍 능평리 457번지 1층,일식,4161025023,457,0,능평로30번길,6,0,4.16103E+18
2287,토반전통찻집,홍성옥,"경안로 14-18, 1층 104호 (경안동)",경안동 19-8번지 경안동 1층  104호,한식,4161010100,19,8,경안로,14,18,4.16101E+18
2288,혜원 샤브샤브,신혜원,"초월읍 경충대로 913-15, I동 지1층 B01호 (까사팰리스)",초월읍 산이리 139-50번지 까사펠리스 I동 지층 1층 B01호,한식,4161025323,139,50,경충대로,913,15,4.16103E+18
2289,미니네,지용례,"퇴촌면 산수로 1314, 1층",퇴촌면 광동리 197-3번지 1층,정종/대포집/소주방,4161034021,197,3,산수로,1314,0,4.16103E+18
2290,커피에반하다,이현욱,곤지암읍 곤지암로 76,곤지암읍 곤지암리 453-47번지 ,기타,4161025921,453,47,곤지암로,76,0,4.16103E+18
2291,뜰안옹심이,우성자,"중앙로123번길 15, 1층 (경안동)",경안동 36-3번지 경안동 1층,중국식,4161010100,36,3,중앙로123번길,15,0,4.16101E+18
2292,암소마을,홍혜숙,중앙로 307-15 (송정동),송정동 335-3번지 송정동 ,식육(숯불구이),4161010300,335,3,중앙로,307,15,4.16101E+18
2293,족꾼,박영자,"곤지암읍 광여로 186, 1층",곤지암읍 열미리 505-5번지 1층,한식,4161025934,505,5,광여로,186,0,4.16103E+18
2294,커피에기대,남기대,"경안안길 7, 1층 (경안동)",경안동 123-19번지 경안동 1층,까페,4161010100,123,19,경안안길,7,0,4.16101E+18
2295,바른생갈비(곤지암점),안혜영,"곤지암읍 경충대로 756, 1층",곤지암읍 삼리 106-25번지 1층,식육(숯불구이),4161025936,106,25,경충대로,756,0,4.16103E+18
2296,셀앤디,이윤희,"순암로 233, 1층 (중대동)",중대동 65-6번지 중대동 1층,탕류(보신용),4161010800,65,6,순암로,233,0,4.16101E+18
2297,나주한식부페,김혜경,"곤지암읍 평촌길 65, 1층",곤지암읍 삼리 411-8번지 1층,한식,4161025936,411,8,평촌길,65,0,4.16103E+18
2298,또봉이통닭,홍경택,"오포읍 회안대로 75, 1층",오포읍 매산리 600-19번지 1층,통닭(치킨),4161025026,600,19,회안대로,75,0,4.16103E+18
2299,치킨마루(오포신현점),박강자,"오포읍 상태길 41-11, 1층",오포읍 신현리 789번지 1층,통닭(치킨),4161025022,789,0,상태길,41,11,4.16103E+18
2300,감동시대,황보동엽,"경안천로 126, 1층 (송정동)",송정동 10-8번지 송정동 1층,호프/통닭,4161010300,10,8,경안천로,126,0,4.16101E+18
2301,풍미연(광주점),임경숙,"고불로 475, 1층 (삼동)",삼동 254-30번지 삼동 1층,탕류(보신용),4161010700,254,30,고불로,475,0,4.16101E+18
2302,닭발바닥,이충호,"오포읍 태재로 111, 1층",오포읍 능평리 437-8번지 1층,한식,4161025023,437,8,태재로,111,0,4.16103E+18
2303,옛날시골집,김길수,, ,한식,,,,,,,
2304,대한초밥,김영록,"고불로 68, 가동 1층 (태전동)",태전동 269-5번지 태전동 가동 1층,일식,4161011000,269,5,고불로,68,0,4.16101E+18
2305,최미자소머리국밥,조우형,"곤지암읍 도척로 20, 1층",곤지암읍 삼리 33-2번지 1층,한식,4161025936,33,2,도척로,20,0,4.16103E+18
2306,"닥,꿔먹자",이미숙,"중앙로 184, 1층 (송정동)",송정동 112-6번지 송정동 1층,통닭(치킨),4161010300,112,6,중앙로,184,0,4.16101E+18
2307,유메,김경현,"고불로 63, 1층 (태전동)",태전동 267-2번지 태전동 1층,정종/대포집/소주방,4161011000,267,2,고불로,63,0,4.16101E+18
2308,맛집,지승숙,"고불로 110, 1층 (태전동)",태전동 281-2번지 태전동 1층,한식,4161011000,281,2,고불로,110,0,4.16101E+18
2309,향원,정선미,"탄벌길 55, 1층 (탄벌동)",탄벌동 391번지 탄벌동 1층,중국식,4161010500,391,0,탄벌길,55,0,4.16101E+18
2310,쭈앤닭,조명순,"오포읍 양촌길 174-6, 102-1호",오포읍 양벌리 630-24번지 현성빌라 102-1호,호프/통닭,4161025027,630,24,양촌길,174,6,4.16103E+18
2311,나는돼지,조은우,퇴촌면 산수로 1312-8,퇴촌면 광동리 197-5번지 ,한식,4161034021,197,5,산수로,1312,8,4.16103E+18
2312,산뜨락,조명숙,남한산성면 양지말길 16-10,남한산성면 하번천리 215-2번지 ,한식,4161037025,215,2,양지말길,16,10,4.16104E+18
2313,배연정 소머리국밥,손대형,"곤지암읍 도척로 12, 1층",곤지암읍 삼리 24-1번지 1층,한식,4161025936,24,1,도척로,12,0,4.16103E+18
2314,이경진통갈치조림,이경진,곤지암읍 광여로 823,곤지암읍 건업리 347-5번지 ,식육(숯불구이),4161025930,347,5,광여로,823,0,4.16103E+18
2315,치킨플러스퇴촌점,정혜영,퇴촌면 산수로 1293,퇴촌면 광동리 232-10번지 ,호프/통닭,4161034021,232,10,산수로,1293,0,4.16103E+18
2316,오형제손짜장마을,박민순,"곤지암읍 경충대로 676, 1,2층",곤지암읍 삼리 18-7번지 1호 2층,중국식,4161025936,18,7,경충대로,676,0,4.16103E+18
2317,깐부치킨(광주오포신현점),심원정,오포읍 신현로 72,오포읍 신현리 697-4번지 ,통닭(치킨),4161025022,697,4,신현로,72,0,4.16103E+18
2318,오포산꼼장어,김다솜,오포읍 대명대길 18-2,오포읍 능평리 357-1번지 ,한식,4161025023,357,1,대명대길,18,2,4.16103E+18
2319,그바람에,김은지,"오포읍 능평로 46-6, 지1층",오포읍 능평리 338-5번지 지1층,까페,4161025023,338,5,능평로,46,6,4.16103E+18
2320,더 지니어스,조용건,"경안로 5, 3층 (경안동)",경안동 22-2번지 경안동 3층,까페,4161010100,22,2,경안로,5,0,4.16101E+18
2321,B2 치킨,최정욱,오포읍 신현로 47-1,오포읍 신현리 692-7번지 ,통닭(치킨),4161025022,692,7,신현로,47,1,4.16103E+18
2322,남와정(신현점),이상희,"오포읍 신현로 47, 지하1층",오포읍 신현리 692-34번지 하1층,한식,4161025022,692,34,신현로,47,0,4.16103E+18
2323,제주백돈,조기형,고불로 70 (태전동),태전동 269-4번지 태전동 ,식육(숯불구이),4161011000,269,4,고불로,70,0,4.16101E+18
2324,가마솥순대국,안경래,도척면 도척윗로 185,도척면 궁평리 274번지 ,탕류(보신용),4161033027,274,0,도척윗로,185,0,4.16103E+18
2325,금단식당,김순자,고불로 281 (태전동),태전동 443-4번지 태전동 ,한식,4161011000,443,4,고불로,281,0,4.16101E+18
2326,뚝배기양평해장국(광주궁평점),김준호,"도척면 궁평하천길 252, 1층",도척면 궁평리 694-1번지 1층,한식,4161033027,694,1,궁평하천길,252,0,4.16103E+18
2327,"훌랄라참숯바베큐치킨,천하제일왕족발",김무성,"도척면 독고개길302번길 16, 1층",도척면 도웅리 364번지 1층,식육(숯불구이),4161033026,364,0,독고개길302번길,16,0,4.16103E+18
2328,땡초우동in포차,원종진,오포읍 오포로 483,오포읍 문형리 462-8번지 ,정종/대포집/소주방,4161025024,462,8,오포로,483,0,4.16103E+18
2329,큰언니네식당,유성숙,"퇴촌면 산수로 1306, 1층",퇴촌면 광동리 237-4번지 1층,한식,4161034021,237,4,산수로,1306,0,4.16103E+18
2330,이천쌀초밥,김성식,"곤지암읍 경충대로 691, 1층",곤지암읍 삼리 9번지 1층,일식,4161025936,9,0,경충대로,691,0,4.16103E+18
2331,처갓집양념치킨(태전점),국준태,"회안대로 350-27, 102호 (태전동, 쌍용스윗닷홈 상가동)",태전동 688-1번지 쌍용스윗닷홈상가 102호 동,통닭(치킨),4161011000,688,1,회안대로,350,27,4.16101E+18
