업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,업태명
일반음식점,1997-08-21,참숯 生고기,서울특별시 중랑구 면목로 233 (면목동),서울특별시 중랑구 면목동 390-27 ,62.27,한식
일반음식점,1997-08-27,망우정식,서울특별시 중랑구 용마산로115길 8 (망우동),서울특별시 중랑구 망우동 486-8 ,43.01,한식
일반음식점,1997-08-29,팔봉산생고기,서울특별시 중랑구 사가정로49길 8 (면목동),서울특별시 중랑구 면목동 604-25 ,45.55,한식
일반음식점,1997-09-30,용이숙이닭한마리,서울특별시 중랑구 동일로109가길 19 (면목동),서울특별시 중랑구 면목동 184-1 ,52.65,한식
일반음식점,1997-10-04,대복식당,서울특별시 중랑구 면목로 446 (면목동),서울특별시 중랑구 면목동 226-10 ,29.15,한식
일반음식점,1997-10-16,솥뚜껑잔치삼겹살,서울특별시 중랑구 동일로101길 32 (면목동),서울특별시 중랑구 면목동 181-126 ,49.28,한식
일반음식점,1997-10-23,동창숯불닭갈비,서울특별시 중랑구 봉화산로56길 25 (신내동),서울특별시 중랑구 신내동 413-1 ,18.48,한식
일반음식점,1997-11-10,승희 장수곱창,서울특별시 중랑구 중랑역로 76-1 (중화동),서울특별시 중랑구 중화동 304-39 ,22.3,정종/대포집/소주방
일반음식점,1997-11-21,영산강오리,서울특별시 중랑구 면목로54길 5 (면목동),서울특별시 중랑구 면목동 428-40 ,43.2,한식
일반음식점,1997-12-15,정팔이식당,서울특별시 중랑구 면목로33길 19 (면목동),서울특별시 중랑구 면목동 369-2 ,27.68,한식
일반음식점,1997-12-16,태능숯불갈비,서울특별시 중랑구 면목로37길 14 (면목동),서울특별시 중랑구 면목동 653-32 ,79.35,한식
일반음식점,1997-12-26,로또식당,서울특별시 중랑구 중랑천로12길 16 (상봉동),서울특별시 중랑구 상봉동 136-47 ,36.36,한식
일반음식점,1997-02-27,중화루,"서울특별시 중랑구 겸재로 117, 1층 (면목동)",서울특별시 중랑구 면목동 147-17 지상1층 ,72.54,중국식
일반음식점,1997-03-26,즉석우동,서울특별시 중랑구 망우로 431 (망우동),서울특별시 중랑구 망우동 487-2 ,30.4,분식
일반음식점,1997-08-12,신체르니각,"서울특별시 중랑구 용마산로86길 9-27, 101동 상가101호 (면목동, 면목동신성미소지움아파트)",서울특별시 중랑구 면목동 1527 면목동신성미소지움아파트 101동 상가101호,108.04,중국식
일반음식점,1997-01-08,마산아구찜,"서울특별시 중랑구 중랑역로 150 (묵동,우성아파트상가104호)",서울특별시 중랑구 묵동 245-64 우성아파트상가104호 ,44.1,한식
일반음식점,1997-03-11,맛대박,,서울특별시 중랑구 면목동 산 19-44 ,18.36,한식
일반음식점,1997-03-15,홍콩반점0410 사가정역점,서울특별시 중랑구 면목로 337 (면목동),서울특별시 중랑구 면목동 497-25 ,121.38,중국식
일반음식점,1997-03-20,유성,서울특별시 중랑구 봉우재로 7 (면목동),서울특별시 중랑구 면목동 191-78 ,58.48,한식
일반음식점,1997-04-08,대파집 중랑직영점,서울특별시 중랑구 망우로30길 20 (상봉동),서울특별시 중랑구 상봉동 136-83 ,62.37,정종/대포집/소주방
일반음식점,1997-04-12,참존숯불바베큐치킨,서울특별시 중랑구 공릉로 55 (묵동),서울특별시 중랑구 묵동 163-7 ,18.48,호프/통닭
일반음식점,1997-05-09,곰짬뽕,서울특별시 중랑구 동일로129길 19 (중화동),서울특별시 중랑구 중화동 301-84 ,60,호프/통닭
일반음식점,1997-06-09,동부통닭,서울특별시 중랑구 중랑천로12길 61 (상봉동),서울특별시 중랑구 상봉동 130-131 ,40.32,호프/통닭
일반음식점,1997-06-16,제주까망 장군갈비,서울특별시 중랑구 면목로92길 4 (상봉동),서울특별시 중랑구 상봉동 107-42 ,53.28,한식
일반음식점,1997-06-17,임자카야,서울특별시 중랑구 중랑역로 113-1 (중화동),서울특별시 중랑구 중화동 308-17 ,41.04,호프/통닭
일반음식점,1997-07-08,블링블링호프소주,서울특별시 중랑구 봉우재로33길 57 (상봉동),서울특별시 중랑구 상봉동 103-6 ,30.71,호프/통닭
일반음식점,1997-07-29,다사랑,서울특별시 중랑구 망우로30길 25 (상봉동),서울특별시 중랑구 상봉동 130-90 ,20.72,분식
일반음식점,1997-08-22,쿠키,서울특별시 중랑구 면목로 328 (면목동),서울특별시 중랑구 면목동 473-11 ,54,정종/대포집/소주방
일반음식점,1997-10-02,토닥토닥카페,서울특별시 중랑구 면목로 326 (면목동),서울특별시 중랑구 면목동 473-15 ,77.82,기타
일반음식점,1997-10-08,맛나호프,서울특별시 중랑구 동일로123길 69 (중화동),서울특별시 중랑구 중화동 316-72 ,20.26,호프/통닭
일반음식점,1997-10-20,투박,서울특별시 중랑구 동일로101길 18 (면목동),서울특별시 중랑구 면목동 180-89 ,29.12,정종/대포집/소주방
일반음식점,1997-10-29,도가,"서울특별시 중랑구 봉화산로 189 (신내동, 11단지상가 309,310,301,비04호)",서울특별시 중랑구 신내동 661 ,139.64,한식
일반음식점,1997-10-31,노인정매점,서울특별시 중랑구 용마산로112나길 69 (망우동),서울특별시 중랑구 망우동 산 69-1 용마공원노인정 ,28.32,분식
일반음식점,1997-11-01,샤방샤방치킨호프,서울특별시 중랑구 겸재로54길 21 (면목동),서울특별시 중랑구 면목동 70-67 ,26.78,호프/통닭
일반음식점,1997-11-18,골목술집,서울특별시 중랑구 면목로 306 (면목동),서울특별시 중랑구 면목동 617-3 ,24.96,호프/통닭
일반음식점,1997-12-11,신라왕족발,서울특별시 중랑구 중랑역로 143-1 (묵동),서울특별시 중랑구 묵동 249-118 ,25.95,한식
일반음식점,1997-12-26,멕시칸치킨,서울특별시 중랑구 면목로27길 69 (면목동),서울특별시 중랑구 면목동 381-31 ,19.84,통닭(치킨)
일반음식점,1997-04-02,왕십리막창,서울특별시 중랑구 동일로109길 82 (면목동),서울특별시 중랑구 면목동 185-94 ,29.76,한식
일반음식점,1997-04-07,생각나는데,서울특별시 중랑구 중랑역로 80 (중화동),서울특별시 중랑구 중화동 304-41 ,23.76,분식
일반음식점,1997-04-23,투썸플레이스 중랑역점,"서울특별시 중랑구 망우로 202 (상봉동, 2층)",서울특별시 중랑구 상봉동 130-166 ,247.17,까페
일반음식점,1997-05-28,삼웅수산직판장,서울특별시 중랑구 용마산로113길 31 (망우동),서울특별시 중랑구 망우동 468-37 ,37.95,횟집
일반음식점,1997-09-08,바우네나주곰탕(망우사거리점),서울특별시 중랑구 용마산로 558-1 (망우동),서울특별시 중랑구 망우동 357-16 ,50.56,호프/통닭
일반음식점,1997-07-23,생태한마리,서울특별시 중랑구 중랑역로 267 (묵동),서울특별시 중랑구 묵동 166-13 ,78.1,한식
일반음식점,1997-09-30,다사랑김밥,서울특별시 중랑구 동일로 817 (중화동),서울특별시 중랑구 중화동 305-70 ,18.73,분식
일반음식점,1997-10-20,소문난순대국,서울특별시 중랑구 용마산로111길 27 (망우동),서울특별시 중랑구 망우동 467-16 ,15.5,분식
일반음식점,1997-11-26,보리곳간,"서울특별시 중랑구 용마산로 713, 2층 (신내동)",서울특별시 중랑구 신내동 345-8 지상2층 ,129.38,한식
일반음식점,1997-12-02,홍어전문점,서울특별시 중랑구 중랑역로 85-1 (중화동),서울특별시 중랑구 중화동 312-4 ,19.75,통닭(치킨)
일반음식점,1997-12-27,두래기 민물매운탕,"서울특별시 중랑구 면목로55길 24, 1층 (면목동)",서울특별시 중랑구 면목동 501-21 ,58.23,한식
일반음식점,1998-03-11,장충왕족발,서울특별시 중랑구 공릉로 65 (묵동),서울특별시 중랑구 묵동 162-1 ,27.63,한식
일반음식점,1998-03-12,박가뼈다귀감자탕,서울특별시 중랑구 숙선옹주로 5-2 (묵동),서울특별시 중랑구 묵동 163-24 ,40.56,한식
일반음식점,1998-03-25,돈대감,서울특별시 중랑구 겸재로15길 20 (면목동),서울특별시 중랑구 면목동 147-35 ,29.23,한식
일반음식점,1998-04-21,한마음호프,서울특별시 중랑구 사가정로 423-2 (면목동),서울특별시 중랑구 면목동 524-8 ,21.7,호프/통닭
일반음식점,1998-04-22,부대닭,"서울특별시 중랑구 봉화산로 94, 1층 (중화동)",서울특별시 중랑구 중화동 120-6 ,80.38,한식
일반음식점,1998-04-24,할매집,서울특별시 중랑구 동일로109길 29 (면목동),서울특별시 중랑구 면목동 183-111 ,51.84,한식
일반음식점,1998-05-28,무지싼포장마차,서울특별시 중랑구 사가정로46길 59 (면목동),서울특별시 중랑구 면목동 666-1 ,11.31,정종/대포집/소주방
일반음식점,1998-07-08,감성국밥,서울특별시 중랑구 중랑역로 113 (중화동),서울특별시 중랑구 중화동 308-18 ,20.16,정종/대포집/소주방
일반음식점,1998-09-07,본산오리구이,서울특별시 중랑구 사가정로50길 30 (면목동),서울특별시 중랑구 면목동 651-9 ,20.08,한식
일반음식점,1998-09-17,여자만아구찜,서울특별시 중랑구 동일로 685 (면목동),서울특별시 중랑구 면목동 183-35 ,105.66,한식
일반음식점,1998-09-22,불꽃,"서울특별시 중랑구 면목로 209, 1층 (면목동)",서울특별시 중랑구 면목동 398-32 ,25.06,호프/통닭
일반음식점,1998-09-25,두레박식당,서울특별시 중랑구 동일로151길 20 (묵동),서울특별시 중랑구 묵동 244-90 ,25.73,한식
일반음식점,1998-11-06,차돌주물럭,서울특별시 중랑구 동일로129길 7-5 (중화동),서울특별시 중랑구 중화동 301-4 ,77.75,한식
일반음식점,1998-11-21,바푸리,서울특별시 중랑구 봉화산로56길 114 (신내동),서울특별시 중랑구 신내동 478-4 ,55.44,한식
일반음식점,1998-11-26,빌리지밥상,,서울특별시 중랑구 면목동 1519-0 ,58.04,한식
일반음식점,1998-11-28,석정손칼국수,서울특별시 중랑구 면목로27길 5 (면목동),서울특별시 중랑구 면목동 379-5 ,39.68,호프/통닭
일반음식점,1998-12-02,장원정,서울특별시 중랑구 중랑역로 138-2 (묵동),서울특별시 중랑구 묵동 250-8 ,25.72,한식
일반음식점,1998-12-10,상구통닭,서울특별시 중랑구 중랑천로12길 58 (상봉동),서울특별시 중랑구 상봉동 130-17 ,62.29,한식
일반음식점,1998-12-17,아구아구아구찜,서울특별시 중랑구 면목로 352 (면목동),서울특별시 중랑구 면목동 458-1 ,87.19,한식
일반음식점,1998-06-26,소망한식당,서울특별시 중랑구 봉우재로28길 24 (면목동),서울특별시 중랑구 면목동 132-33 ,22.05,한식
일반음식점,1998-10-28,닭발자국,서울특별시 중랑구 용마산로115길 43 (망우동),서울특별시 중랑구 망우동 469-38 ,24.63,중국식
일반음식점,1998-02-25,바다횟집,서울특별시 중랑구 동일로121길 98 (중화동),서울특별시 중랑구 중화동 300-37 ,38.6,횟집
일반음식점,1998-04-14,통큰소무한리필(사가정점),서울특별시 중랑구 면목로 352 (면목동),서울특별시 중랑구 면목동 458-1 ,29.11,한식
일반음식점,1998-12-19,오븐마루,서울특별시 중랑구 동일로163길 11 (묵동),서울특별시 중랑구 묵동 239-150 ,19.22,한식
일반음식점,1998-01-05,족발포차,서울특별시 중랑구 중랑천로12길 40 (상봉동),서울특별시 중랑구 상봉동 130-72 ,93.46,한식
일반음식점,1998-03-02,옛날순대국,서울특별시 중랑구 봉우재로33길 63 (상봉동),서울특별시 중랑구 상봉동 103-20 ,56.98,한식
일반음식점,1998-03-06,맛있는 밥상,서울특별시 중랑구 상봉중앙로 38 (상봉동),서울특별시 중랑구 상봉동 264-15 ,15.51,한식
일반음식점,1998-03-12,콘서트,서울특별시 중랑구 면목로 241 (면목동),서울특별시 중랑구 면목동 379-35 ,37.62,호프/통닭
일반음식점,1998-04-01,본죽(면목역점),서울특별시 중랑구 겸재로 178 (면목동),서울특별시 중랑구 면목동 115-1 ,24.79,한식
일반음식점,1998-04-18,아구가,"서울특별시 중랑구 동일로129길 7, 1,2층 (중화동)",서울특별시 중랑구 중화동 301-86 ,205,한식
일반음식점,1998-04-18,만보,"서울특별시 중랑구 사가정로51길 54, 1층,지하1층 (면목동)",서울특별시 중랑구 면목동 498-14 ,80.54,한식
일반음식점,1998-04-29,"MR,辛냉면",서울특별시 중랑구 동일로143길 29 (중화동),서울특별시 중랑구 중화동 308-1 ,20.79,분식
일반음식점,1998-05-25,소중한참숯화로구이,서울특별시 중랑구 동일로109길 14 (상봉동),서울특별시 중랑구 상봉동 127-5 ,67.65,한식
일반음식점,1998-05-29,투다리,서울특별시 중랑구 중랑역로 243 (묵동),서울특별시 중랑구 묵동 233-12 ,20.84,호프/통닭
일반음식점,1998-06-02,신내칼국수,서울특별시 중랑구 신내로 65-2 (신내동),서울특별시 중랑구 신내동 571-19 ,35.01,분식
일반음식점,1998-06-20,혜원식당,서울특별시 중랑구 봉우재로 203-1 (망우동),서울특별시 중랑구 망우동 514-80 ,21.96,분식
일반음식점,1998-06-23,어명,서울특별시 중랑구 중랑천로12길 34 (상봉동),서울특별시 중랑구 상봉동 130-87 ,76.26,호프/통닭
일반음식점,1998-06-27,미성식당,서울특별시 중랑구 망우로75길 13 (망우동),서울특별시 중랑구 망우동 342-23 ,25.47,분식
일반음식점,1998-06-27,왕순대,서울특별시 중랑구 용마산로139길 11 (신내동),서울특별시 중랑구 신내동 323-1 ,11.9,분식
일반음식점,1998-06-30,자매김밥,"서울특별시 중랑구 동일로149길 14, 1층 (묵동)",서울특별시 중랑구 묵동 245-83 ,26.5,분식
일반음식점,1998-07-08,개성 칡냉면,서울특별시 중랑구 면목로21길 9 (면목동),서울특별시 중랑구 면목동 398-1 ,26.08,분식
일반음식점,1998-08-05,중화요리하이난,서울특별시 중랑구 동일로123길 82 (중화동),서울특별시 중랑구 중화동 315-42 ,36.47,중국식
일반음식점,1998-08-27,먹골식당,서울특별시 중랑구 중랑역로 211 (묵동),서울특별시 중랑구 묵동 237-127 ,42.06,한식
일반음식점,1998-09-04,달샵,서울특별시 중랑구 사가정로51길 39 (면목동),서울특별시 중랑구 면목동 595-51 ,24.9,호프/통닭
일반음식점,1998-09-14,이주소곱창,서울특별시 중랑구 봉우재로33길 34 (상봉동),서울특별시 중랑구 상봉동 105-29 ,36.38,정종/대포집/소주방
일반음식점,1998-09-15,황금마차,서울특별시 중랑구 중랑역로 154 (묵동),서울특별시 중랑구 묵동 245-70 ,16.2,호프/통닭
일반음식점,1998-10-24,교촌치킨 중화점,"서울특별시 중랑구 동일로129길 16, 1층 (중화동)",서울특별시 중랑구 중화동 304-34 ,68.45,호프/통닭
일반음식점,1998-10-29,서울참치,서울특별시 중랑구 겸재로 207 (면목동),서울특별시 중랑구 면목동 103-4 ,37.88,일식
일반음식점,1998-11-04,명동곱창,서울특별시 중랑구 중랑역로 53 (중화동),서울특별시 중랑구 중화동 315-2 ,19.63,정종/대포집/소주방
일반음식점,1998-11-23,불타는돈갈매기,서울특별시 중랑구 용마산로 423 (면목동),서울특별시 중랑구 면목동 20-1 ,12.62,분식
일반음식점,1998-11-26,짚신매운갈비찜,서울특별시 중랑구 면목로45길 19 (면목동),서울특별시 중랑구 면목동 601-1 ,20.58,한식
일반음식점,1998-12-02,국경관,,서울특별시 중랑구 신내동 397-0 동성1차상가 지하8호 ,23.97,중국식
일반음식점,1998-12-07,카페데이,서울특별시 중랑구 봉우재로 25 (면목동),서울특별시 중랑구 면목동 182-104 ,69.69,한식
일반음식점,1998-12-30,레드홀릭,서울특별시 중랑구 봉우재로43길 8 (상봉동),서울특별시 중랑구 상봉동 85-38 ,23.36,호프/통닭
일반음식점,1998-12-31,소래포구쭈꾸미,서울특별시 중랑구 용마산로116길 6 (망우동),서울특별시 중랑구 망우동 364-50 ,98.69,한식
일반음식점,1998-03-12,돌솥밥 기사식당,"서울특별시 중랑구 상봉로 78 (망우동, 1층)",서울특별시 중랑구 망우동 479-77 ,51.33,한식
일반음식점,1998-04-06,용마식당,서울특별시 중랑구 상봉로 14 (면목동),서울특별시 중랑구 면목동 44-24 ,45.63,한식
일반음식점,1998-05-19,산수칡냉면,서울특별시 중랑구 면목로35길 31 (면목동),서울특별시 중랑구 면목동 665-22 ,38.18,한식
일반음식점,1998-05-29,대경실내포장,서울특별시 중랑구 면목로54길 9 (면목동),서울특별시 중랑구 면목동 428-12 ,19.5,정종/대포집/소주방
일반음식점,1998-06-05,나무미,"서울특별시 중랑구 용마산로90길 18 (면목동,1층)",서울특별시 중랑구 면목동 52-2 1층 ,49.58,한식
일반음식점,1998-06-23,바다해물찜,"서울특별시 중랑구 답십리로 367, 1층 (면목동)",서울특별시 중랑구 면목동 383-5 ,20.91,횟집
일반음식점,1998-09-12,옛날누룩막걸리,서울특별시 중랑구 봉우재로 57 (면목동),서울특별시 중랑구 면목동 183-40 ,61.88,정종/대포집/소주방
일반음식점,1998-11-13,참맛감자탕,서울특별시 중랑구 면목로 465 (상봉동),서울특별시 중랑구 상봉동 108-6 ,106.56,한식
일반음식점,1998-11-16,상근이네생선조림전문,서울특별시 중랑구 동일로 855 (묵동),서울특별시 중랑구 묵동 245-8 ,90.25,한식
일반음식점,1998-11-23,압구정봉구비어,서울특별시 중랑구 면목로 427 (면목동),서울특별시 중랑구 면목동 126-2 ,49.58,호프/통닭
일반음식점,1998-12-08,차이나,서울특별시 중랑구 봉우재로14길 14 (면목동),서울특별시 중랑구 면목동 181-118 ,23.23,중국식
일반음식점,1999-10-21,공밥집,서울특별시 중랑구 면목로48길 75 (면목동),서울특별시 중랑구 면목동 446-17 ,43.46,한식
일반음식점,1999-10-18,군중닭갈비,서울특별시 중랑구 면목로92길 11 (상봉동),서울특별시 중랑구 상봉동 102-65 ,52.21,한식
일반음식점,1999-10-30,회밀리,서울특별시 중랑구 면목로44길 5 (면목동),서울특별시 중랑구 면목동 459-8 ,69.4,한식
일반음식점,1999-10-13,동네봉평원,"서울특별시 중랑구 봉화산로56길 46 (신내동,,19)","서울특별시 중랑구 신내동 410-8 ,19 ",51.64,한식
일반음식점,1999-10-27,왕서방,서울특별시 중랑구 동일로126나길 13 (상봉동),서울특별시 중랑구 상봉동 314-50 ,19.22,중국식
일반음식점,1999-10-23,육회본가(사가정역점),서울특별시 중랑구 사가정로51길 43 (면목동),서울특별시 중랑구 면목동 572-30 ,20.74,한식
일반음식점,1999-10-18,조선팔도 순대국,서울특별시 중랑구 사가정로42길 91 (면목동),서울특별시 중랑구 면목동 339-35 ,96.18,한식
일반음식점,1999-10-23,꿀벌,"서울특별시 중랑구 면목로 399, 1층 (면목동)",서울특별시 중랑구 면목동 115-12 ,19.52,까페
일반음식점,1999-10-26,갯마을낙지아구,서울특별시 중랑구 용마산로115길 34 (망우동),서울특별시 중랑구 망우동 470-21 ,41.3,분식
일반음식점,1999-02-25,민주네,서울특별시 중랑구 상봉로 68 (망우동),서울특별시 중랑구 망우동 523-31 ,17.16,한식
일반음식점,1999-02-26,은행나무집,서울특별시 중랑구 용마산로 611-18 (신내동),서울특별시 중랑구 신내동 416-2 ,46.93,한식
일반음식점,1999-03-02,원할머니보쌈 신내점,서울특별시 중랑구 봉화산로56길 25 (신내동),서울특별시 중랑구 신내동 413-1 ,54.53,한식
일반음식점,1999-02-12,친구네퓨전포차,서울특별시 중랑구 망우로 326 (상봉동),서울특별시 중랑구 상봉동 91-1 ,17.37,정종/대포집/소주방
일반음식점,1999-02-06,금용각,"서울특별시 중랑구 봉화산로 27, 1층 (중화동)",서울특별시 중랑구 중화동 311-10 ,103.5,중국식
일반음식점,1999-02-09,영진기사식당,서울특별시 중랑구 상봉로 77 (면목동),서울특별시 중랑구 면목동 89-37 ,63.92,한식
일반음식점,1999-02-03,등갈비마스터,서울특별시 중랑구 겸재로 199 (면목동),서울특별시 중랑구 면목동 102-2 ,22.44,한식
일반음식점,1999-03-06,백미부대찌개,서울특별시 중랑구 용마산로115길 59 (망우동),서울특별시 중랑구 망우동 491-39 ,97.05,한식
일반음식점,1999-03-24,전주숯불껍데기,서울특별시 중랑구 면목로43길 4 (면목동),서울특별시 중랑구 면목동 601-22 ,49.32,한식
일반음식점,1999-03-25,주희,서울특별시 중랑구 봉우재로 174 (면목동),서울특별시 중랑구 면목동 89-74 ,25.65,분식
일반음식점,1999-03-27,다담호프,서울특별시 중랑구 망우로71길 33 (망우동),서울특별시 중랑구 망우동 355-16 ,29.7,호프/통닭
일반음식점,1999-04-01,바다생선구이,서울특별시 중랑구 중랑역로 127 (중화동),서울특별시 중랑구 중화동 308-93 ,47.52,한식
일반음식점,1999-04-06,엄가네식당,서울특별시 중랑구 동일로 911 (묵동),서울특별시 중랑구 묵동 239-1 ,84.24,한식
일반음식점,1999-04-13,시골보리밥,서울특별시 중랑구 사가정로53길 47 (면목동),서울특별시 중랑구 면목동 458-38 ,16.24,한식
일반음식점,1999-04-16,멍텅구리꼼장어,서울특별시 중랑구 사가정로51길 36 (면목동),서울특별시 중랑구 면목동 497-20 ,43.83,한식
일반음식점,1999-04-21,퀸호프,"서울특별시 중랑구 봉우재로 175 (상봉동, 1층)",서울특별시 중랑구 상봉동 84-28 ,24.32,호프/통닭
일반음식점,1999-04-24,백년갈비,서울특별시 중랑구 중랑역로 15 (중화동),서울특별시 중랑구 중화동 320-51 ,101.4,한식
일반음식점,1999-04-30,정든치킨,서울특별시 중랑구 사가정로53길 8 (면목동),서울특별시 중랑구 면목동 472-53 ,82.11,호프/통닭
일반음식점,1999-05-06,피자5000,서울특별시 중랑구 겸재로 178 (면목동),서울특별시 중랑구 면목동 115-1 ,21.76,경양식
일반음식점,1999-05-07,짱구분식,서울특별시 중랑구 면목로74길 17 (면목동),서울특별시 중랑구 면목동 101-11 ,29.94,분식
일반음식점,1999-05-13,원주추어탕,서울특별시 중랑구 용마산로115길 59 (망우동),서울특별시 중랑구 망우동 491-39 ,23.04,한식
일반음식점,1999-05-14,파블로,서울특별시 중랑구 중랑천로12길 82 (상봉동),서울특별시 중랑구 상봉동 129-8 ,74,호프/통닭
일반음식점,1999-05-25,오투치킨,서울특별시 중랑구 면목로 482 (상봉동),서울특별시 중랑구 상봉동 102-70 ,36.52,한식
일반음식점,1999-05-27,개미집,서울특별시 중랑구 용마산로 557 (신내동),서울특별시 중랑구 신내동 492-24 ,28.88,한식
일반음식점,1999-05-31,영산강,서울특별시 중랑구 겸재로3길 54-8 (면목동),서울특별시 중랑구 면목동 178-55 ,44.85,한식
일반음식점,1999-06-02,엄마밥상,"서울특별시 중랑구 동일로149길 15 (묵동,3동 102호)",서울특별시 중랑구 묵동 250-17 3동 102호 ,41.23,한식
일반음식점,1999-06-02,소문난 홍어,서울특별시 중랑구 면목로44길 68 (면목동),서울특별시 중랑구 면목동 523-5 ,24.82,한식
일반음식점,1999-06-03,회를 품은 달,서울특별시 중랑구 신내로 61 (신내동),서울특별시 중랑구 신내동 547 1층 ,196.51,횟집
일반음식점,1999-06-04,용궁,서울특별시 중랑구 봉우재로5길 16 (면목동),서울특별시 중랑구 면목동 182-98 ,42.16,중국식
일반음식점,1999-06-09,돈된이,서울특별시 중랑구 겸재로50길 20 (면목동),서울특별시 중랑구 면목동 106-5 ,76.11,한식
일반음식점,1999-06-18,준오쌈밥,서울특별시 중랑구 망우로 395-3 (망우동),서울특별시 중랑구 망우동 489-31 ,57.18,한식
일반음식점,1999-06-28,계림,서울특별시 중랑구 동일로139길 15 (중화동),서울특별시 중랑구 중화동 306-63 ,20.99,한식
일반음식점,1999-06-29,부자돼소,서울특별시 중랑구 봉우재로 126 (면목동),서울특별시 중랑구 면목동 91-61 ,149.4,뷔페식
일반음식점,1999-07-01,진미식당,서울특별시 중랑구 동일로109길 25 (면목동),서울특별시 중랑구 면목동 183-108 ,92.82,한식
일반음식점,1999-07-02,옛날순대국,서울특별시 중랑구 동일로 777 (중화동),서울특별시 중랑구 중화동 303-16 ,37.6,한식
일반음식점,1999-07-05,감악산생고기,서울특별시 중랑구 면목로33길 55 (면목동),서울특별시 중랑구 면목동 350-58 ,26.83,한식
일반음식점,1999-07-09,피엠푸드망우점,서울특별시 중랑구 용마공원로 3 (망우동),서울특별시 중랑구 망우동 403-46 ,24.48,패스트푸드
일반음식점,1999-07-24,경복궁출장부페,서울특별시 중랑구 중랑천로 34 (면목동),서울특별시 중랑구 면목동 192-127 ,127.53,출장조리
일반음식점,1999-07-31,135호프&포차,서울특별시 중랑구 동일로151길 20 (묵동),서울특별시 중랑구 묵동 244-90 ,27.3,호프/통닭
일반음식점,1999-07-31,장어가,서울특별시 중랑구 면목로 215 (면목동),서울특별시 중랑구 면목동 398-7 ,103.04,한식
일반음식점,1999-08-04,통큰아구찜,서울특별시 중랑구 동일로101길 25 (면목동),서울특별시 중랑구 면목동 179-100 ,67.67,한식
일반음식점,1999-08-09,풀코스 망우3점,서울특별시 중랑구 양원역로 20 (망우동),서울특별시 중랑구 망우동 182-22 ,23.1,호프/통닭
일반음식점,1999-08-16,종남이네맛집,서울특별시 중랑구 동일로143길 6 (묵동),서울특별시 중랑구 묵동 250-58 ,35.44,분식
일반음식점,1999-08-17,대원칼국수,서울특별시 중랑구 동일로 873 (묵동),서울특별시 중랑구 묵동 244-157 ,127.05,한식
일반음식점,1999-08-21,태릉피자,서울특별시 중랑구 봉화산로30길 69 (상봉동),서울특별시 중랑구 상봉동 307 ,70.55,호프/통닭
일반음식점,1999-08-30,갈비공장신내점,서울특별시 중랑구 신내로14길 22 (신내동),서울특별시 중랑구 신내동 587-4 삼영빌딩 1층 ,131.41,한식
일반음식점,1999-09-01,이차돌신내점,"서울특별시 중랑구 신내로14길 21 (신내동,동성플라자상가 108,109,110호)","서울특별시 중랑구 신내동 797 동성플라자상가 108,109,110호 ",114.3,호프/통닭
일반음식점,1999-09-02,어도,"서울특별시 중랑구 망우로 326, 1층 (상봉동)",서울특별시 중랑구 상봉동 91-1 ,238.2,일식
일반음식점,1999-09-08,하이웨이뼈다귀해장국,서울특별시 중랑구 중랑천로 111 (중화동),서울특별시 중랑구 중화동 324-10 ,14.7,한식
일반음식점,1999-09-10,밥마을,서울특별시 중랑구 동일로140길 15 (중화동),서울특별시 중랑구 중화동 282-12 ,23.43,한식
일반음식점,1999-09-11,88쭈꾸미,서울특별시 중랑구 답십리로 367 (면목동),서울특별시 중랑구 면목동 383-5 ,23.52,한식
일반음식점,1999-09-14,고향산천순대국,"서울특별시 중랑구 망우로71길 19 (망우동,1층)",서울특별시 중랑구 망우동 356-4 1층 ,50,통닭(치킨)
일반음식점,1999-09-22,진흥각,"서울특별시 중랑구 면목로45길 31, 1층 (면목동)",서울특별시 중랑구 면목동 601-41 ,31.9,중국식
일반음식점,1999-10-11,성공시대팔팔추어탕,서울특별시 중랑구 상봉로 38 (면목동),서울특별시 중랑구 면목동 23-11 ,88.68,한식
일반음식점,1999-10-14,소문난구이곱창,서울특별시 중랑구 사가정로53길 22 (면목동),서울특별시 중랑구 면목동 461-22 ,12.71,정종/대포집/소주방
일반음식점,1999-10-20,얼큰이샤브샤브,서울특별시 중랑구 봉화산로 73 (중화동),서울특별시 중랑구 중화동 112-2 ,30.78,한식
일반음식점,1999-10-25,간이역,"서울특별시 중랑구 봉화산로48길 62, 106호 (상봉동,건영아파트상가)",서울특별시 중랑구 상봉동 1-0 건영아파트상가 106호,30.55,분식
일반음식점,1999-10-21,청진동해장국,서울특별시 중랑구 상봉로 45 (면목동),서울특별시 중랑구 면목동 74-4 ,83.09,한식
일반음식점,1999-11-12,구이구이민물장어,서울특별시 중랑구 중랑역로 27 (중화동),서울특별시 중랑구 중화동 320-4 ,15.4,한식
일반음식점,1999-11-16,맥주아비,서울특별시 중랑구 동일로163길 12 (묵동),서울특별시 중랑구 묵동 238-104 ,47.32,통닭(치킨)
일반음식점,1999-11-27,돈의제국,"서울특별시 중랑구 면목로96길 44, 2층 (상봉동)",서울특별시 중랑구 상봉동 90-40 ,87.02,한식
