업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,업태명
일반음식점,1970-12-17,옹골찬아구동태찜탕,서울특별시 중랑구 면목로 302 (면목동),서울특별시 중랑구 면목동 626-17 외 1필지 ,157.99,한식
일반음식점,1972-07-03,가고파식당,서울특별시 중랑구 봉우재로 200 (망우동),서울특별시 중랑구 망우동 517-1 ,65.9,분식
일반음식점,1977-06-16,뼈다귀해장국,서울특별시 중랑구 중랑역로 8 (중화동),서울특별시 중랑구 중화동 207-15 ,28.18,한식
일반음식점,1977-04-13,서울식당,서울특별시 중랑구 중랑천로12길 75 (상봉동),서울특별시 중랑구 상봉동 129-73 ,35.01,한식
일반음식점,1977-08-05,무진장한식,서울특별시 중랑구 겸재로18길 3 (면목동),서울특별시 중랑구 면목동 150-7 ,30.4,한식
일반음식점,1978-12-29,석이네닭갈비,서울특별시 중랑구 용마산로 425 (면목동),서울특별시 중랑구 면목동 22-19 ,88.8,한식
일반음식점,1978-12-09,BBQ 상봉역점,"서울특별시 중랑구 봉우재로 155, 102호 (상봉동)",서울특별시 중랑구 상봉동 87-27 ,33.58,통닭(치킨)
일반음식점,1981-12-30,갈비애드림 묵동점,"서울특별시 중랑구 공릉로 42 (묵동,, 10)","서울특별시 중랑구 묵동 171-9 , 10 ",20.13,한식
일반음식점,1981-12-08,남원정통추어탕,서울특별시 중랑구 동일로 778 (중화동),서울특별시 중랑구 중화동 288-27 ,24.17,한식
일반음식점,1982-06-29,통큰갈비(면목점),서울특별시 중랑구 겸재로 187 (면목동),서울특별시 중랑구 면목동 102-51 ,112.31,한식
일반음식점,1982-12-23,엉터리숯불갈비,서울특별시 중랑구 겸재로 102 (면목동),서울특별시 중랑구 면목동 175-2 ,64.26,한식
일반음식점,1982-12-06,대관령쌈밥,서울특별시 중랑구 용마산로115길 15 (망우동),서울특별시 중랑구 망우동 469-1 ,108.5,한식
일반음식점,1982-02-04,태능설렁탕,서울특별시 중랑구 공릉로 65 (묵동),서울특별시 중랑구 묵동 162-1 ,38.28,한식
일반음식점,1982-07-29,행운정,서울특별시 중랑구 중랑천로 362-1 (묵동),서울특별시 중랑구 묵동 233-90 ,62.64,한식
일반음식점,1982-03-30,시골식당,,서울특별시 중랑구 면목동 114-6 ,22.75,호프/통닭
일반음식점,1982-05-11,오성맥주,서울특별시 중랑구 용마산로 409 (면목동),서울특별시 중랑구 면목동 20-51 ,53.13,통닭(치킨)
일반음식점,1982-09-13,오자매돌판모듬볶음양꼬치구이,서울특별시 중랑구 동일로163길 50 (묵동),서울특별시 중랑구 묵동 237-70 ,29.14,호프/통닭
일반음식점,1983-10-27,서향,서울특별시 중랑구 봉우재로 97 (상봉동),서울특별시 중랑구 상봉동 125-1 ,60.21,중국식
일반음식점,1983-12-28,태능식당,서울특별시 중랑구 중랑역로 143 (묵동),서울특별시 중랑구 묵동 249-119 ,25,한식
일반음식점,1983-12-19,빛나는 바다,"서울특별시 중랑구 중랑역로 249, 1층 (묵동)",서울특별시 중랑구 묵동 233-103 ,130,횟집
일반음식점,1983-10-21,대구참막창,서울특별시 중랑구 사가정로51길 43 (면목동),서울특별시 중랑구 면목동 572-30 ,25,기타
일반음식점,1983-12-22,양금이감자탕,서울특별시 중랑구 면목로 396 (면목동),서울특별시 중랑구 면목동 359-25 ,189,한식
일반음식점,1983-11-25,인생포차술집,서울특별시 중랑구 공릉로12가길 1 (묵동),서울특별시 중랑구 묵동 158-3 ,20.11,통닭(치킨)
일반음식점,1983-09-07,아구찜,서울특별시 중랑구 봉우재로14길 9 (면목동),서울특별시 중랑구 면목동 180-50 ,17.15,한식
일반음식점,1984-09-21,홍어본가,"서울특별시 중랑구 동일로 867 (묵동,, 84)","서울특별시 중랑구 묵동 245-3 , 84 ",0,한식
일반음식점,1984-10-13,동강오리,서울특별시 중랑구 용마산로115길 10 (망우동),서울특별시 중랑구 망우동 486-9 ,65.7,한식
일반음식점,1984-09-29,한방닭,서울특별시 중랑구 봉우재로 100 (면목동),서울특별시 중랑구 면목동 132-21 ,40.44,한식
일반음식점,1984-10-18,숯불구이가,서울특별시 중랑구 동일로 608 (면목동),서울특별시 중랑구 면목동 161-34 ,96.61,한식
일반음식점,1984-03-24,까망통돼지,서울특별시 중랑구 면목로 488 (상봉동),서울특별시 중랑구 상봉동 102-89 ,93.75,한식
일반음식점,1984-09-13,대흥각,서울특별시 중랑구 동일로139길 7 (중화동),서울특별시 중랑구 중화동 305-66 ,27.75,중국식
일반음식점,1984-10-19,화신대반점,서울특별시 중랑구 겸재로10길 15 (면목동),서울특별시 중랑구 면목동 175-103 ,24.5,중국식
일반음식점,1984-10-05,짜앤짬,서울특별시 중랑구 겸재로 130 (면목동),서울특별시 중랑구 면목동 149-4 ,49.67,중국식
일반음식점,1984-09-20,광장포차(먹골역점),서울특별시 중랑구 동일로163길 7 (묵동),서울특별시 중랑구 묵동 239-161 ,75.16,정종/대포집/소주방
일반음식점,1984-08-18,60계치킨 서울 망우점,"서울특별시 중랑구 용마산로 494, 상아빌딩 1층 109호 (망우동)",서울특별시 중랑구 망우동 410-1 상아빌딩 ,143,호프/통닭
일반음식점,1984-11-27,개성숯불갈비,서울특별시 중랑구 겸재로 261 (망우동),서울특별시 중랑구 망우동 526-2 ,180.63,한식
일반음식점,1984-09-06,홈런호프,서울특별시 중랑구 겸재로 129 (면목동),서울특별시 중랑구 면목동 148-9 ,20.27,호프/통닭
일반음식점,1984-03-17,동서울통닭,서울특별시 중랑구 사가정로 337 (면목동),서울특별시 중랑구 면목동 166-44 ,16.32,통닭(치킨)
일반음식점,1984-09-06,왕돈까스 왕냉면,"서울특별시 중랑구 겸재로 185, 1층 (면목동)",서울특별시 중랑구 면목동 102-18 ,29.6,한식
일반음식점,1984-04-11,우인,"서울특별시 중랑구 면목로 213, 1층 (면목동)",서울특별시 중랑구 면목동 398-8 ,26.18,까페
일반음식점,1985-01-25,까치기사식당,서울특별시 중랑구 망우로36길 33 (상봉동),서울특별시 중랑구 상봉동 128-72 ,46.98,한식
일반음식점,1985-10-04,성창식당,서울특별시 중랑구 면목로 421 (면목동),서울특별시 중랑구 면목동 126-6 ,25.88,한식
일반음식점,1985-11-04,일미식당,서울특별시 중랑구 봉우재로49길 21 (상봉동),서울특별시 중랑구 상봉동 86-1 ,40.85,한식
일반음식점,1985-12-21,천외천,서울특별시 중랑구 봉우재로33길 12 (상봉동),서울특별시 중랑구 상봉동 106-25 ,26.05,한식
일반음식점,1985-07-20,한독식당,서울특별시 중랑구 동일로 747 (중화동),서울특별시 중랑구 중화동 296-3 ,66.36,한식
일반음식점,1985-10-14,용마갈비,서울특별시 중랑구 용마산로 498 (망우동),서울특별시 중랑구 망우동 403-69 ,33.2,한식
일반음식점,1985-10-16,여주삼계탕,서울특별시 중랑구 중랑역로 276-11 (묵동),서울특별시 중랑구 묵동 162-7 ,58.14,한식
일반음식점,1985-01-24,전골과삼겹살,서울특별시 중랑구 면목로27길 77 (면목동),서울특별시 중랑구 면목동 382-2 ,18.79,한식
일반음식점,1986-06-04,청춘아구코다리찜,서울특별시 중랑구 동일로163길 9 (묵동),서울특별시 중랑구 묵동 239-154 ,41.58,한식
일반음식점,1986-12-30,금천숯불갈비,서울특별시 중랑구 공릉로 80 (묵동),서울특별시 중랑구 묵동 159-27 ,90.42,한식
일반음식점,1986-05-06,장원식당,서울특별시 중랑구 용마산로 557 (신내동),서울특별시 중랑구 신내동 492-24 ,23.17,한식
일반음식점,1986-10-31,영암순대국,서울특별시 중랑구 상봉로25길 3 (상봉동),서울특별시 중랑구 상봉동 84-44 ,18.72,한식
일반음식점,1986-10-25,동원소국밥,서울특별시 중랑구 상봉로11길 6 (면목동),서울특별시 중랑구 면목동 87-14 ,27.22,한식
일반음식점,1986-12-05,주당호프,서울특별시 중랑구 면목로 368 (면목동),서울특별시 중랑구 면목동 412-3 ,83.95,호프/통닭
일반음식점,1986-09-05,포싸이,서울특별시 중랑구 겸재로 185 (면목동),서울특별시 중랑구 면목동 102-18 ,22.32,"외국음식전문점(인도,태국등)"
일반음식점,1986-06-16,비어킹,서울특별시 중랑구 중랑역로 265 (묵동),서울특별시 중랑구 묵동 166-14 ,47.01,통닭(치킨)
일반음식점,1987-01-23,참숯흑돼지숯불구이,서울특별시 중랑구 동일로151길 12 (묵동),서울특별시 중랑구 묵동 244-42 ,76.14,한식
일반음식점,1987-10-14,진미파전,서울특별시 중랑구 신내로 10 (신내동),서울특별시 중랑구 신내동 494-58 ,17.36,한식
일반음식점,1987-11-09,봉구비어,서울특별시 중랑구 용마산로115길 92 (망우동),서울특별시 중랑구 망우동 490-13 ,27.2,호프/통닭
일반음식점,1987-04-10,대성식당,서울특별시 중랑구 봉우재로33길 76 (상봉동),서울특별시 중랑구 상봉동 88-76 ,65.12,한식
일반음식점,1987-12-22,작은음악회 7080,"서울특별시 중랑구 동일로 851 (묵동,, 3)","서울특별시 중랑구 묵동 250-2 , 3 ",174,호프/통닭
일반음식점,1987-11-17,대가순대국,서울특별시 중랑구 용마산로 538 (망우동),서울특별시 중랑구 망우동 364-1 ,131.4,한식
일반음식점,1987-06-29,김정희김밥전문점,서울특별시 중랑구 면목로 478-1 (상봉동),서울특별시 중랑구 상봉동 107-28 ,76.5,분식
일반음식점,1987-09-08,털보네식당,서울특별시 중랑구 상봉로 117 (상봉동),서울특별시 중랑구 상봉동 83-1 ,44.1,한식
일반음식점,1988-09-08,셀프1000년장어촌,서울특별시 중랑구 용마산로 443 (망우동),서울특별시 중랑구 망우동 531-15 ,124.02,한식
일반음식점,1988-11-19,이가네바지락칼국수,서울특별시 중랑구 중랑역로 73-1 (중화동),서울특별시 중랑구 중화동 312-37 ,39.5,한식
일반음식점,1988-11-15,쿠카쿠 상봉점,서울특별시 중랑구 중랑천로12길 30 (상봉동),서울특별시 중랑구 상봉동 136-82 ,165,호프/통닭
일반음식점,1988-08-04,홍어촌,서울특별시 중랑구 망우로66길 75 (망우동),서울특별시 중랑구 망우동 465-46 ,20.5,정종/대포집/소주방
일반음식점,1988-12-12,돌다리곱창식당,서울특별시 중랑구 용마산로115가길 4 (망우동),서울특별시 중랑구 망우동 494-1 ,49.58,정종/대포집/소주방
일반음식점,1988-09-23,석화,서울특별시 중랑구 사가정로42길 67 (면목동),서울특별시 중랑구 면목동 673-58 ,39.09,한식
일반음식점,1988-10-17,갯벌낙지나라,서울특별시 중랑구 중랑천로12길 30 (상봉동),서울특별시 중랑구 상봉동 136-82 ,28.56,한식
일반음식점,1988-12-08,태능솔밭갈비,서울특별시 중랑구 동일로99길 13 (면목동),서울특별시 중랑구 면목동 176-21 ,42.18,한식
일반음식점,1988-07-12,흥부족발,"서울특별시 중랑구 면목로 293, 1층 (면목동)",서울특별시 중랑구 면목동 633-12 ,51.18,한식
일반음식점,1988-05-17,솔밭식당,서울특별시 중랑구 동일로 806 (중화동),서울특별시 중랑구 중화동 285-6 ,44.85,한식
일반음식점,1988-08-10,부산회집,서울특별시 중랑구 면목로91길 38 (상봉동),서울특별시 중랑구 상봉동 112-44 ,78.7,횟집
일반음식점,1988-10-25,원조산꽃게탕,서울특별시 중랑구 용마산로115길 79 (망우동),서울특별시 중랑구 망우동 491-32 ,22.8,한식
일반음식점,1988-11-23,교촌치킨 망우본동점,"서울특별시 중랑구 망우로 480 (망우동,,8)","서울특별시 중랑구 망우동 149-7 ,8 ",66.3,호프/통닭
일반음식점,1988-08-31,고향밥집,서울특별시 중랑구 망우로48길 14 (상봉동),서울특별시 중랑구 상봉동 102-1 ,73.73,한식
일반음식점,1988-12-02,신홍춘,서울특별시 중랑구 봉우재로43길 31 (상봉동),서울특별시 중랑구 상봉동 87-4 ,36.84,중국식
일반음식점,1988-10-04,로렌드치킨,서울특별시 중랑구 용마산로115가길 4 (망우동),서울특별시 중랑구 망우동 494-1 ,24.14,통닭(치킨)
일반음식점,1988-11-29,썬싸인,"서울특별시 중랑구 면목로60길 8 (면목동,1층)",서울특별시 중랑구 면목동 412-8 1층 ,20.9,분식
일반음식점,1988-11-09,사가정식당,서울특별시 중랑구 면목로 318 (면목동),서울특별시 중랑구 면목동 611-3 ,25.63,식육(숯불구이)
일반음식점,1989-07-26,맛솜씨,서울특별시 중랑구 망우로68길 5 (망우동),서울특별시 중랑구 망우동 360-7 ,57.08,한식
일반음식점,1989-03-15,바다마차,서울특별시 중랑구 중랑역로 73-1 (중화동),서울특별시 중랑구 중화동 312-37 ,42.25,한식
일반음식점,1989-11-16,박승기 횟집,서울특별시 중랑구 중랑역로 75 (중화동),서울특별시 중랑구 중화동 312-25 ,24.72,횟집
일반음식점,1989-10-31,솥뚜껑삼겹살,서울특별시 중랑구 중랑천로12길 54 (상봉동),서울특별시 중랑구 상봉동 130-30 ,56,한식
일반음식점,1989-12-16,봉평메밀가,"서울특별시 중랑구 중랑역로 177, 1층 (묵동)",서울특별시 중랑구 묵동 243-68 ,22.47,한식
일반음식점,1989-10-24,미림장충왕족발보쌈,서울특별시 중랑구 중랑천로12길 49 (상봉동),서울특별시 중랑구 상봉동 130-150 ,47.88,호프/통닭
일반음식점,1989-09-22,오복,서울특별시 중랑구 면목로 403 (면목동),서울특별시 중랑구 면목동 115-2 ,19.2,호프/통닭
일반음식점,1989-02-16,소담밥상,"서울특별시 중랑구 면목로44다길 6-4, 1층 (면목동)",서울특별시 중랑구 면목동 465-30 ,48.99,한식
일반음식점,1989-07-18,족발야시장,서울특별시 중랑구 용마산로115길 85 (망우동),서울특별시 중랑구 망우동 491-50 ,42.48,한식
일반음식점,1989-09-02,한양식당,서울특별시 중랑구 겸재로 225 (면목동),서울특별시 중랑구 면목동 74-42 ,70,한식
일반음식점,1989-11-16,왕건고기촌,서울특별시 중랑구 중랑역로 81 (중화동),서울특별시 중랑구 중화동 312-19 ,88.9,한식
일반음식점,1989-09-22,본가장수촌,서울특별시 중랑구 용마공원로3길 14-9 (망우동),서울특별시 중랑구 망우동 381-5 ,59.23,한식
일반음식점,1989-10-30,함평국밥,서울특별시 중랑구 봉우재로33길 73 (상봉동),서울특별시 중랑구 상봉동 90-64 ,28.84,한식
일반음식점,1989-11-28,녹원,서울특별시 중랑구 답십리로 393 (면목동),서울특별시 중랑구 면목동 393-36 ,37.6,까페
일반음식점,1989-07-10,찜집,서울특별시 중랑구 면목로 287 (면목동),서울특별시 중랑구 면목동 632-6 ,73.56,한식
일반음식점,1989-06-26,떡실신 사가정점,서울특별시 중랑구 사가정로 387 (면목동),서울특별시 중랑구 면목동 604-5 ,44.76,호프/통닭
일반음식점,1989-04-22,동국왕족발,서울특별시 중랑구 망우로60길 6 (망우동),서울특별시 중랑구 망우동 568-0 ,20.15,한식
일반음식점,1989-08-09,하나감자탕,서울특별시 중랑구 동일로101길 52 (면목동),서울특별시 중랑구 면목동 181-70 ,27.18,통닭(치킨)
일반음식점,1989-11-13,페리카나,서울특별시 중랑구 겸재로9길 50 (면목동),서울특별시 중랑구 면목동 179-80 ,21.78,통닭(치킨)
일반음식점,1989-06-12,신촌서서갈비,서울특별시 중랑구 공릉로 72 (묵동),서울특별시 중랑구 묵동 158-21 ,16.89,한식
일반음식점,1989-01-10,세븐(seven)돈까스김밥,"서울특별시 중랑구 겸재로 127, 1층 (면목동)",서울특별시 중랑구 면목동 147-24 ,25.1,분식
일반음식점,1989-02-28,투다리,서울특별시 중랑구 면목로 314 (면목동),서울특별시 중랑구 면목동 617-7 ,49.39,정종/대포집/소주방
일반음식점,1989-11-16,명동사골칼국수&칡냉면,"서울특별시 중랑구 중랑역로 153, 1층 (묵동)",서울특별시 중랑구 묵동 246-7 지상1층 ,66,한식
일반음식점,1989-09-11,샬롬,서울특별시 중랑구 봉우재로70길 92 (망우동),서울특별시 중랑구 망우동 530-2 ,46.15,중국식
일반음식점,1989-10-10,아바이순대국,서울특별시 중랑구 동일로114길 37 (상봉동),서울특별시 중랑구 상봉동 121-73 ,61.62,한식
일반음식점,1990-05-25,맛포차,서울특별시 중랑구 중랑역로 73 (중화동),서울특별시 중랑구 중화동 312-34 ,18.8,한식
일반음식점,1990-12-27,도리연닭도리탕,서울특별시 중랑구 중랑천로12길 46 (상봉동),서울특별시 중랑구 상봉동 130-48 ,48.75,정종/대포집/소주방
일반음식점,1990-12-27,마산아구찜원조꽃게찜전문,서울특별시 중랑구 중랑천로12길 46 (상봉동),서울특별시 중랑구 상봉동 130-48 ,48.75,한식
일반음식점,1990-09-22,할매복집,서울특별시 중랑구 공릉로 82 (묵동),서울특별시 중랑구 묵동 159-28 ,157.95,한식
일반음식점,1990-03-02,꾸미호프,서울특별시 중랑구 용마산로115가길 4 (망우동),서울특별시 중랑구 망우동 494-1 ,17.88,호프/통닭
일반음식점,1990-07-25,수라정,"서울특별시 중랑구 면목로44길 43, 1층 (면목동)",서울특별시 중랑구 면목동 465-39 ,48,분식
일반음식점,1990-11-07,신마루매운갈비찜,"서울특별시 중랑구 사가정로42길 19, 1층 (면목동)",서울특별시 중랑구 면목동 652-35 ,44.92,한식
일반음식점,1990-02-01,미락칡냉면,서울특별시 중랑구 상봉로 67 (면목동),서울특별시 중랑구 면목동 87-32 ,34.22,한식
일반음식점,1990-07-11,성공시대,"서울특별시 중랑구 동일로 633, 1~2층 (면목동)",서울특별시 중랑구 면목동 176-123 ,226,한식
일반음식점,1990-03-19,전라도식당,"서울특별시 중랑구 상봉로25길 32, 1층 (상봉동)",서울특별시 중랑구 상봉동 88-12 지상1층 ,29.7,한식
일반음식점,1990-10-26,청평매운탕,서울특별시 중랑구 공릉로 46 (묵동),서울특별시 중랑구 묵동 171-7 ,28.8,한식
일반음식점,1990-12-28,허수아비,서울특별시 중랑구 중랑역로 229 (묵동),서울특별시 중랑구 묵동 235-18 ,30.21,한식
일반음식점,1990-04-11,두채사랑 전주콩나물 국밥,"서울특별시 중랑구 면목로 371, 1층 (면목동)",서울특별시 중랑구 면목동 502-33 ,117.82,한식
일반음식점,1990-08-18,페리카나치킨(묵동점),"서울특별시 중랑구 동일로149길 15, 3동 104호 (묵동, 우성아파트)",서울특별시 중랑구 묵동 250-17 우성아파트 ,47.64,통닭(치킨)
일반음식점,1990-10-26,페리카나(망우점),"서울특별시 중랑구 용마산로 456, 1층 (망우동)",서울특별시 중랑구 망우동 444-27 지상1층 ,30,통닭(치킨)
일반음식점,1990-03-13,봉화갈비쌈밥,서울특별시 중랑구 봉화산로20길 35 (중화동),서울특별시 중랑구 중화동 290-18 ,18.6,한식
일반음식점,1990-12-27,페리카나 신내점,서울특별시 중랑구 봉화산로 236 (신내동),서울특별시 중랑구 신내동 393-5 ,29.7,통닭(치킨)
일반음식점,1990-03-02,처갓집양념치킨 신내점,서울특별시 중랑구 봉화산로56길 99 (신내동),서울특별시 중랑구 신내동 472-3 ,33.78,통닭(치킨)
일반음식점,1990-01-18,불타는돼지,서울특별시 중랑구 사가정로 417 (면목동),서울특별시 중랑구 면목동 1110-16 ,32.81,한식
일반음식점,1990-03-21,투다리식당,서울특별시 중랑구 겸재로 178 (면목동),서울특별시 중랑구 면목동 115-1 ,53.2,호프/통닭
일반음식점,1990-12-12,영구네양념통닭,서울특별시 중랑구 용마산로 294 (면목동),서울특별시 중랑구 면목동 578-21 ,20.65,통닭(치킨)
일반음식점,1990-08-06,포차의신(辛),서울특별시 중랑구 중랑역로 122 (중화동),서울특별시 중랑구 중화동 307-63 ,95,정종/대포집/소주방
일반음식점,1990-12-21,동강장어랑나랑,서울특별시 중랑구 용마산로115길 17 (망우동),서울특별시 중랑구 망우동 469-2 ,18.9,한식
일반음식점,1990-06-22,마루,"서울특별시 중랑구 동일로114길 7 (상봉동,외 1필지)",서울특별시 중랑구 상봉동 120-53 외 1필지 ,45.6,호프/통닭
일반음식점,1990-09-18,사또치킨,서울특별시 중랑구 망우로42길 17 (상봉동),서울특별시 중랑구 상봉동 114-62 ,19.61,통닭(치킨)
일반음식점,1990-04-20,김밥터,서울특별시 중랑구 면목로48길 18 (면목동),서울특별시 중랑구 면목동 461-33 ,19.89,분식
일반음식점,1990-08-20,만원의 행복포차,서울특별시 중랑구 봉우재로43길 37 (상봉동),서울특별시 중랑구 상봉동 87-1 ,24.8,정종/대포집/소주방
일반음식점,1990-03-23,다미분식,서울특별시 중랑구 중랑역로 209 (묵동),서울특별시 중랑구 묵동 237-46 ,13.92,분식
일반음식점,1990-11-05,대박왕곱창,서울특별시 중랑구 답십리로 367 (면목동),서울특별시 중랑구 면목동 383-5 ,27.6,정종/대포집/소주방
일반음식점,1991-01-19,소문난부대찌개,서울특별시 중랑구 중랑역로 133 (묵동),서울특별시 중랑구 묵동 249-106 ,81.89,한식
일반음식점,1991-10-09,태영식당,서울특별시 중랑구 용마산로118길 72 (망우동),서울특별시 중랑구 망우동 209-1 ,32.08,한식
일반음식점,1991-11-09,왕순대집,서울특별시 중랑구 공릉로 64 (묵동),서울특별시 중랑구 묵동 305-1 ,38,한식
일반음식점,1991-08-10,섬마을홍어집,서울특별시 중랑구 면목로57길 5 (면목동),서울특별시 중랑구 면목동 501-2 ,52,한식
일반음식점,1991-10-05,김밥마을,서울특별시 중랑구 동일로109길 62 (면목동),서울특별시 중랑구 면목동 185-116 ,52,분식
일반음식점,1991-10-08,또와 호프,"서울특별시 중랑구 면목로57길 11, 2동 1층 (면목동)",서울특별시 중랑구 면목동 501-14 지상1층 2동 ,34.87,호프/통닭
일반음식점,1991-01-11,향촌칼국수,서울특별시 중랑구 면목로55길 10 (면목동),서울특별시 중랑구 면목동 501-5 ,83.6,한식
일반음식점,1991-07-25,지리산청정흑돼지,서울특별시 중랑구 동일로163길 8 (묵동),서울특별시 중랑구 묵동 238-125 ,24.7,한식
일반음식점,1991-04-04,용마 닭한마리 매운등갈비찜,서울특별시 중랑구 용마산로51길 1 (면목동),서울특별시 중랑구 면목동 1097-15 ,67.61,한식
일반음식점,1991-03-02,충북식당,서울특별시 중랑구 동일로139길 80 (중화동),서울특별시 중랑구 중화동 332-105 ,25.9,한식
일반음식점,1991-05-25,진국감자탕,서울특별시 중랑구 중랑역로 106-1 (중화동),서울특별시 중랑구 중화동 306-53 ,13.71,한식
일반음식점,1991-03-19,농부보쌈,서울특별시 중랑구 용마산로 389 (면목동),서울특별시 중랑구 면목동 50-46 ,214.68,한식
일반음식점,1991-06-10,장수마을,서울특별시 중랑구 면목로 373 (면목동),서울특별시 중랑구 면목동 502-2 ,71.31,한식
일반음식점,1991-01-21,죽변항,서울특별시 중랑구 상봉로 97 (상봉동),서울특별시 중랑구 상봉동 84-57 ,27.39,정종/대포집/소주방
일반음식점,1991-05-29,우리곱창,서울특별시 중랑구 망우로32길 23 (상봉동),서울특별시 중랑구 상봉동 129-9 ,19.8,정종/대포집/소주방
일반음식점,1991-07-03,동네술집,서울특별시 중랑구 망우로50길 36 (상봉동),서울특별시 중랑구 상봉동 90-50 ,33.5,정종/대포집/소주방
일반음식점,1991-11-06,황금식당,서울특별시 중랑구 봉우재로 161 (상봉동),서울특별시 중랑구 상봉동 85-26 ,34.8,한식
일반음식점,1991-07-20,초밥전문점,"서울특별시 중랑구 봉화산로 53, 1층 (중화동)",서울특별시 중랑구 중화동 286-43 ,50.56,한식
일반음식점,1991-08-16,황소모듬곱창,서울특별시 중랑구 망우로42길 9 (상봉동),서울특별시 중랑구 상봉동 115-24 ,23.83,한식
일반음식점,1991-12-03,항아리 김치찌개,서울특별시 중랑구 중랑역로50길 4 (묵동),서울특별시 중랑구 묵동 169-20 ,72.3,한식
일반음식점,1991-03-20,중국관,서울특별시 중랑구 용마산로116길 30 (망우동),서울특별시 중랑구 망우동 361-9 ,33.81,중국식
일반음식점,1991-03-29,고기랑쌈이랑,서울특별시 중랑구 봉우재로43길 12 (상봉동),서울특별시 중랑구 상봉동 86-62 ,68.3,정종/대포집/소주방
일반음식점,1991-12-18,쉘부루라이브7090,서울특별시 중랑구 중랑역로 145 (묵동),서울특별시 중랑구 묵동 249-111 ,128.34,라이브카페
일반음식점,1991-05-23,서일기사식당,서울특별시 중랑구 상봉로 13 (면목동),서울특별시 중랑구 면목동 68-1 ,69.12,한식
일반음식점,1991-09-19,은술집,서울특별시 중랑구 면목로56길 10 (면목동),서울특별시 중랑구 면목동 428-22 ,32.73,호프/통닭
일반음식점,1991-09-14,닭이랑 도니,"서울특별시 중랑구 망우로30길 21, 1층 (상봉동)",서울특별시 중랑구 상봉동 130-89 ,88.48,한식
일반음식점,1991-04-24,가마솥민물매운탕,서울특별시 중랑구 동일로151길 8 (묵동),서울특별시 중랑구 묵동 244-41 ,40.12,한식
일반음식점,1991-07-27,사또양념치킨,서울특별시 중랑구 용마산로 554 (망우동),서울특별시 중랑구 망우동 358-6 ,40.51,통닭(치킨)
일반음식점,1991-03-22,티오니스,"서울특별시 중랑구 겸재로 210 (면목동, 1층)",서울특별시 중랑구 면목동 104-4 ,31.32,호프/통닭
일반음식점,1991-03-25,털보네국수,서울특별시 중랑구 면목로49길 6 (면목동),서울특별시 중랑구 면목동 498-4 ,33.63,분식
일반음식점,1991-08-26,24시돌솥밥기사식당,서울특별시 중랑구 상봉로 8 (면목동),서울특별시 중랑구 면목동 50-6 ,32.55,한식
일반음식점,1991-05-20,이서방양념치킨,서울특별시 중랑구 봉화산로 98 (중화동),서울특별시 중랑구 중화동 10-13 ,19.69,통닭(치킨)
일반음식점,1991-10-24,마미백반,"서울특별시 중랑구 용마산로 396, 1층 (면목동)",서울특별시 중랑구 면목동 51-2 ,26.4,분식
일반음식점,1991-09-03,상봉동페리카나,서울특별시 중랑구 봉우재로 161 (상봉동),서울특별시 중랑구 상봉동 85-26 ,37.62,통닭(치킨)
일반음식점,1991-11-07,도레미,서울특별시 중랑구 용마공원로5길 7 (망우동),서울특별시 중랑구 망우동 405-23 ,19.5,분식
일반음식점,1991-08-01,명문치킨,서울특별시 중랑구 망우로 500-2 (망우동),서울특별시 중랑구 망우동 133-11 ,27.52,통닭(치킨)
일반음식점,1991-12-13,망우동황금족발,서울특별시 중랑구 봉우재로57길 60 (망우동),서울특별시 중랑구 망우동 509-4 ,24.73,한식
일반음식점,1991-09-16,멕시칸치킨,서울특별시 중랑구 공릉로2길 7 (묵동),서울특별시 중랑구 묵동 174-4 ,25.2,통닭(치킨)
일반음식점,1991-06-29,꾸이꾸이껍데기,"서울특별시 중랑구 용마산로115길 60, 1층 (망우동)",서울특별시 중랑구 망우동 490-26 지상1층 ,45,한식
일반음식점,1992-05-01,마포화곱창,서울특별시 중랑구 용마산로115길 92 (망우동),서울특별시 중랑구 망우동 490-13 ,47.99,한식
일반음식점,1992-03-23,강원도곰배령막걸리,서울특별시 중랑구 용마산로117길 40 (신내동),서울특별시 중랑구 신내동 494-25 ,46.54,정종/대포집/소주방
일반음식점,1992-03-19,천년의아침,서울특별시 중랑구 사가정로 381-1 (면목동),서울특별시 중랑구 면목동 604-38 ,55.48,까페
일반음식점,1992-01-31,와오뎅,서울특별시 중랑구 사가정로52길 11 (면목동),서울특별시 중랑구 면목동 634-13 ,30.25,한식
일반음식점,1992-04-07,명동동태찜탕,서울특별시 중랑구 겸재로18길 3 (면목동),서울특별시 중랑구 면목동 150-7 ,17.3,한식
일반음식점,1992-11-25,꿀꿀부라더스족발,서울특별시 중랑구 망우로50길 32 (상봉동),서울특별시 중랑구 상봉동 90-12 ,35.15,한식
일반음식점,1992-11-13,묵동곱창,서울특별시 중랑구 공릉로12길 16 (묵동),서울특별시 중랑구 묵동 58-13 ,27.25,정종/대포집/소주방
일반음식점,1992-06-24,(양)동촌,"서울특별시 중랑구 동일로 777, 2층 (중화동)",서울특별시 중랑구 중화동 303-16 ,145.08,한식
일반음식점,1992-03-06,독도쭈꾸미,서울특별시 중랑구 망우로42길 10 (상봉동),서울특별시 중랑구 상봉동 118-1 ,25.46,한식
