시군명,상호명,업종명,소재지(도로명주소),우편번호,위도,경도,데이터기준일자
의정부시,섭봉푸드,일반휴게음식-일반한식,경기도 의정부시 신흥로168번길 16,11656,,,2020-09-04
의정부시,성북족발,일반휴게음식-일반한식,경기도 의정부시 경의로 57,11653,37.733095,127.041826,2020-09-04
의정부시,성수족발,일반휴게음식-일반한식,경기도 의정부시 추동로19번길 24 ,11740,37.74418,127.05724,2020-09-04
의정부시,성식정육점식당,일반휴게음식-일반한식,경기도 의정부시 가능로39번길 28,11681,,,2020-09-04
의정부시,성실포차,일반휴게음식-주점,경기도 의정부시 용현로150번길 12,11808,37.74026,127.092278,2020-09-04
의정부시,성원통닭,일반휴게음식-스넥,경기도 의정부시 태평로 89,11695,,,2020-09-04
의정부시,성희포차,일반휴게음식-주점,경기도 의정부시 외미로 90,11638,37.72404,127.045327,2020-09-04
의정부시,성희포차,일반휴게음식-일반한식,경기도 의정부시 승지로4번길 7-4,11810,37.738258,127.08956,2020-09-04
의정부시,세계식당,일반휴게음식-일반한식,경기도 의정부시 태평로 64 ,11694,,,2020-09-04
의정부시,세니의 다락방,일반휴게음식-서양음식,경기도 의정부시 가능로 109,11678,,,2020-09-04
의정부시,세상만사,일반휴게음식-일반한식,경기도 의정부시 의정로 166-1,11681,37.747798,127.034616,2020-09-04
의정부시,세시봉,일반휴게음식-일반한식,경기도 의정부시 가능로125번길 16,11686,,,2020-09-04
의정부시,세잎클로버,일반휴게음식-일반한식,경기도 의정부시 회룡로138번길 10,11704,,,2020-09-04
의정부시,섹시한떡볶이,일반휴게음식-일반한식,경기도 의정부시 시민로121번길 44,11695,37.740248,127.049647,2020-09-04
의정부시,셀렉토커피 발곡역점,일반휴게음식-서양음식,경기도 의정부시 회룡로 178,11718,37.726298,127.053404,2020-09-04
의정부시,셀렉토커피 의정부민락점,일반휴게음식-서양음식,경기도 의정부시 오목로 196,11813,37.743919,127.098311,2020-09-04
의정부시,셀렉토커피 의정부신곡점,일반휴게음식-서양음식,경기도 의정부시 발곡로 10,11729,37.730964,127.055653,2020-09-04
의정부시,셰프의 돈까스 의정부점,일반휴게음식-일반한식,경기도 의정부시 범골로145번길 15 ,11650,37.736596,127.041353,2020-09-04
의정부시,소가네닭갈비,일반휴게음식-일반한식,경기도 의정부시 추동로94 ,11779,37.747096,127.064594,2020-09-04
의정부시,소궁,일반휴게음식-일반한식,경기도 의정부시 신흥로 337,11663,37.746294,127.042435,2020-09-04
의정부시,소나무식당,일반휴게음식-일반한식,경기도 의정부시 평화로 444,11700,37.731345,127.048178,2020-09-04
의정부시,소담,일반휴게음식-서양음식,경기도 의정부시 오목로225번길 72,11813,37.747302,127.09601,2020-09-04
의정부시,소담,일반휴게음식-일반한식,경기도 의정부시 고산로81번길 42,11801,37.731048,127.102513,2020-09-04
의정부시,소담,일반휴게음식-일식회집,경기도 의정부시 호국로1298번길 38,11692,37.74176,127.048048,2020-09-04
의정부시,소담식당,일반휴게음식-일반한식,경기도 의정부시 용민로 46,11785,37.735903,127.083735,2020-09-04
의정부시,소담양꼬치,일반휴게음식-일반한식,경기도 의정부시 태평로 1072 ,11692,37.742066,127.051237,2020-09-04
의정부시,소담원 의정부1호점,일반휴게음식-일반한식,경기도 의정부시 추동로1번길 34,11740,,,2020-09-04
의정부시,소담촌 의정부역점/(주)제이와이에프앤씨,일반휴게음식-일반한식,경기도 의정부시 평화로 540,11695,,,2020-09-04
의정부시,소담치킨,일반휴게음식-스넥,경기도 의정부시 청사로5번길 26,11775,,,2020-09-04
의정부시,소돌곱창구이,일반휴게음식-일반한식,경기도 의정부시 회룡로192번길 33-6,11722,,,2020-09-04
의정부시,소돌이곱창,일반휴게음식-일반한식,경기도 의정부시 외미로 92-12,11638,,,2020-09-04
의정부시,소돼지한판승,일반휴게음식-일반한식,경기도 의정부시 가능로119번길 36,11678,37.748538,127.043933,2020-09-04
의정부시,소띠돈띠횡성생고기,일반휴게음식-일반한식,경기도 의정부시 부용로 196,11773,37.750592,127.078293,2020-09-04
의정부시,소림마라 의정부점,일반휴게음식-중국식,경기도 의정부시 태평로 208,11687,37.749549,127.046349,2020-09-04
의정부시,소무치 (SO MUSH),일반휴게음식-서양음식,경기도 의정부시 둔야로17번길 34 ,11649,,,2020-09-04
의정부시,소문난 국수,일반휴게음식-스넥,경기도 의정부시 시민로53번길 11,11674,,,2020-09-04
의정부시,소문난 집,일반휴게음식-일반한식,경기도 의정부시 호원2동,11634,,,2020-09-04
의정부시,소반,일반휴게음식-일반한식,경기도 의정부시 평화로494번길 13,11697,37.736039,127.048601,2020-09-04
의정부시,소블리애 신곡점,일반휴게음식-일반한식,경기도 의정부시 추동로19번길 9-5,11740,37.743315,127.057432,2020-09-04
의정부시,소심,일반휴게음식-주점,경기도 의정부시 비우로 51  ,11606,37.758037,127.032353,2020-09-04
의정부시,소심,일반휴게음식-서양음식,경기도 의정부시 범골로30번길 34 ,11629,37.729953,127.040204,2020-09-04
의정부시,소양강 분식,일반휴게음식-스넥,경기도 의정부시 태평로73번길 20,11695,,,2020-09-04
의정부시,소양강매운탕,일반휴게음식-일반한식,경기도 의정부시 가능로 99,11683,37.746934,127.042129,2020-09-04
의정부시,소우창,일반휴게음식-일반한식,경기도 의정부시 오목로205번길 30,11813,37.745488,127.097349,2020-09-04
의정부시,소원식당,일반휴게음식-일반한식,경기도 의정부시 태평로 184-1,11687,,,2020-09-04
의정부시,소유정,일반휴게음식-일식회집,경기도 의정부시 오목로225번길 16-22,11813,37.747154,127.098815,2020-09-04
의정부시,소풍간김밥,일반휴게음식-스넥,경기도 의정부시 범골로63번길 13,11629,37.730263,127.037513,2020-09-04
의정부시,소풍간김밥,일반휴게음식-일반한식,경기도 의정부시 평화로 630,11686,37.748041,127.045601,2020-09-04
의정부시,소풍간김밥,일반휴게음식-스넥,경기도 의정부시 호원동,11644,,,2020-09-04
의정부시,소풍간김밥(회룡점),일반휴게음식-일반한식,경기도 의정부시 평화로 365,11705,,,2020-09-04
의정부시,소풍길,일반휴게음식-스넥,경기도 의정부시 오목로 99 ,11810,37.737071,127.092176,2020-09-04
의정부시,소호커피,일반휴게음식-서양음식,경기도 의정부시 부용로 95,11757,,,2020-09-04
의정부시,속초 회 직판장,일반휴게음식-일반한식,경기도 의정부시 경의로 86,11655,37.732734,127.045048,2020-09-04
의정부시,속초막회수산,일반휴게음식-일반한식,경기도 의정부시 송양로 23,11812,37.752321,127.108897,2020-09-04
의정부시,속초선장붉은대게/(주)통큰,일반휴게음식-일반한식,경기도 의정부시 용민로237번길 11,11769,,,2020-09-04
의정부시,속초수산,일반휴게음식-일반한식,경기도 의정부시 시민로 230,11735,37.735485,127.06024,2020-09-04
의정부시,속초수산,일반휴게음식-일반한식,경기도 의정부시 시민로 230,11735,37.735485,127.06024,2020-09-04
의정부시,속초코다리냉면민락점,일반휴게음식-일반한식,경기도 의정부시 송현로 20-5,11813,37.743462,127.095872,2020-09-04
의정부시,손가네해장국,일반휴게음식-일반한식,경기도 의정부시 호국로1332번길 48,11693,37.741795,127.051849,2020-09-04
의정부시,손맛푸드 펙토리,일반휴게음식-일반한식,경기도 의정부시 호국로1331번길 30,11688,37.745356,127.051472,2020-09-04
의정부시,손수,일반휴게음식-스넥,경기도 의정부시 민락로 211,11813,37.745071,127.101229,2020-09-04
의정부시,손쉐프(Son Chef),일반휴게음식-중국식,경기도 의정부시 용현로105번길 45-30,11803,37.742352,127.086317,2020-09-04
의정부시,손유화,일반휴게음식-일반한식,경기도 의정부시 오목로14번길 17 ,11792,37.731577,127.085228,2020-09-04
의정부시,손짜장마을,일반휴게음식-중국식,경기도 의정부시 시민로 348,11794,37.735514,127.072288,2020-09-04
의정부시,손칼국수,일반휴게음식-일반한식,경기도 의정부시 용현로159번길 6,11805,37.740797,127.093928,2020-09-04
의정부시,손큰할매순대국,일반휴게음식-일반한식,경기도 의정부시 태평로 58 ,11694,37.737651,127.051937,2020-09-04
의정부시,솔,일반휴게음식-주점,경기도 의정부시 신흥로 357-1,11683,,,2020-09-04
의정부시,솔궁가든,일반휴게음식-일반한식,경기도 의정부시 시민로416번길 41,11796,37.7316,127.07909,2020-09-04
의정부시,솔로테이블,일반휴게음식-일반한식,경기도 의정부시 오목로225번길 16-10,11813,,,2020-09-04
의정부시,솔로테이블,일반휴게음식-일반한식,경기도 의정부시 오목로225번길 16-10,11808,,,2020-09-04
의정부시,솔림,일반휴게음식-서양음식,경기도 의정부시 둔야로 38,11674,37.740009,127.037573,2020-09-04
의정부시,솔뫼밥상마을,일반휴게음식-일반한식,경기도 의정부시 오목로25 ,11791,37.733776,127.086404,2020-09-04
의정부시,솔뫼집,일반휴게음식-일반한식,경기도 의정부시 시민로416번길 24-17,11796,37.732789,127.078434,2020-09-04
의정부시,솔밭매운탕,일반휴게음식-일반한식,경기도 의정부시 호국로 955,11619,,,2020-09-04
의정부시,솔밭순대국,일반휴게음식-일반한식,경기도 의정부시 망월로 22,11645,37.706166,127.046458,2020-09-04
의정부시,솔향기식당,일반휴게음식-일반한식,경기도 의정부시 태평로 203,11686,,,2020-09-04
의정부시,솜씨,일반휴게음식-일반한식,경기도 의정부시 금오로 121-9 ,11765,37.75771,127.078289,2020-09-04
의정부시,송.S,일반휴게음식-일반한식,경기도 의정부시 흥선로128번길 29,11671,37.740595,127.041175,2020-09-04
의정부시,송가네식당,일반휴게음식-일반한식,경기도 의정부시 가능2동,11672,,,2020-09-04
의정부시,송담추어탕,일반휴게음식-일반한식,경기도 의정부시 송현로 26-7,11813,37.743679,127.095429,2020-09-04
의정부시,송담추어탕,일반휴게음식-일반한식,경기도 의정부시 평화로 638-1,11686,37.748906,127.045295,2020-09-04
의정부시,송덮밥,일반휴게음식-일반한식,경기도 의정부시 둔야로45번길 12,11673,37.74005,127.038883,2020-09-04
의정부시,송박사,일반휴게음식-일반한식,경기도 의정부시 추동로1번길 49,11740,,,2020-09-04
의정부시,송사부수제쌀고로케 의정부로데오점,일반휴게음식-일반한식,경기도 의정부시 행복로 19,11695,37.740544,127.048683,2020-09-04
의정부시,송산,일반휴게음식-일반한식,경기도 의정부시 동일로122번길 40,11725,37.699214,127.056685,2020-09-04
의정부시,송산 진부대찌개,일반휴게음식-일반한식,경기도 의정부시 용현로132번길 28,11809,37.739935,127.08982,2020-09-04
의정부시,송산식당,일반휴게음식-일반한식,경기도 의정부시 고산동,11801,37.741542,127.117652,2020-09-04
의정부시,송산주막한우생고기전문점,일반휴게음식-일반한식,경기도 의정부시 청사로6번길 7-14,11775,,,2020-09-04
의정부시,송산한우마을,일반휴게음식-일반한식,경기도 의정부시 낙양동349-3,11770,37.762818,127.112567,2020-09-04
의정부시,송식당,일반휴게음식-일반한식,경기도 의정부시 부용로95번길 10,11757,,,2020-09-04
의정부시,송양분식,일반휴게음식-일반한식,경기도 의정부시 송양로 45,11812,37.752395,127.111146,2020-09-04
의정부시,송여사쌈밥,일반휴게음식-일반한식,경기도 의정부시 평화로568번길 34 ,11692,,,2020-09-04
의정부시,송우리우동집,일반휴게음식-스넥,경기도 의정부시 청사로 41,11757,37.751877,127.069648,2020-09-04
의정부시,송이네 국수집,일반휴게음식-일반한식,경기도 의정부시 행복로 26-1 ,11695,37.740912,127.049533,2020-09-04
의정부시,송이식당,일반휴게음식-일반한식,경기도 의정부시 둔야로34번길 9,11674,,,2020-09-04
의정부시,송주불냉면 의정부본점,일반휴게음식-일반한식,경기도 의정부시 시민로143번길 112,11692,,,2020-09-04
의정부시,송죽집,일반휴게음식-일반한식,경기도 의정부시 시민로416번길 21,11796,37.732428,127.07959,2020-09-04
의정부시,송추한식고기부페,일반휴게음식-일반한식,경기도 의정부시 범골로98번길 5 ,11625,37.733655,127.038548,2020-09-04
의정부시,송프로피자,일반휴게음식-서양음식,경기도 의정부시 시민로131번길 17 ,11695,37.738823,127.049623,2020-09-04
의정부시,송화양꼬치,일반휴게음식-일반한식,경기도 의정부시 시민로143번길 78,11695,37.741185,127.05104,2020-09-04
의정부시,솥뚜껑 삼겹살,일반휴게음식-일반한식,경기도 의정부시 시민로132번길 20,11697,37.736985,127.049679,2020-09-04
의정부시,솥뚜껑김치삼겹살,일반휴게음식-일반한식,경기도 의정부시 시민로333번길 25,11782,,,2020-09-04
의정부시,쇼핑치킨앤호프,일반휴게음식-주점,경기도 의정부시 태평로 119,11692,37.743129,127.05126,2020-09-04
의정부시,수,일반휴게음식-일반한식,경기도 의정부시 시민로146번길 7,11697,,,2020-09-04
의정부시,수su,일반휴게음식-일반한식,경기도 의정부시 송현로82번길 11,11813,37.745485,127.090178,2020-09-04
의정부시,수내닭꼬치 의정부민락점,일반휴게음식-일반한식,경기도 의정부시 오목로205번길 1,11813,37.744542,127.09804,2020-09-04
의정부시,수내닭꼬치 의정부역점,일반휴게음식-일반한식,경기도 의정부시 평화로 546,11695,37.740653,127.047401,2020-09-04
의정부시,수내닭꼬치(호원점),일반휴게음식-일반한식,경기도 의정부시 평화로 193 ,11711,37.70904,127.047871,2020-09-04
의정부시,수다떠는오징어,일반휴게음식-일반한식,경기도 의정부시 오목로225번길 89-21,11813,37.746399,127.096261,2020-09-04
의정부시,수라간 삼계탕,일반휴게음식-일반한식,경기도 의정부시 용현로160번길 20,11808,,,2020-09-04
의정부시,수락간,일반휴게음식-일반한식,경기도 의정부시 태평로 139,11689,,,2020-09-04
의정부시,수락골 남원추어탕,일반휴게음식-일반한식,경기도 의정부시 동일로 199,11723,37.706757,127.057283,2020-09-04
의정부시,수락골싱싱생고기,일반휴게음식-일반한식,경기도 의정부시 평화로 282,11709,37.716876,127.047455,2020-09-04
의정부시,수락산숯불닭갈비,일반휴게음식-일반한식,경기도 의정부시 동일로 122 ,11725,37.699746,127.055019,2020-09-04
의정부시,수락정,일반휴게음식-일반한식,경기도 의정부시 장암동,11723,37.707628,127.057485,2020-09-04
의정부시,수랏간양평해장국,일반휴게음식-일반한식,경기도 의정부시 호국로1332번길 76,11694,37.740516,127.052075,2020-09-04
의정부시,수랏간원조양평해장국,일반휴게음식-일반한식,경기도 의정부시 금오동,11749,,,2020-09-04
의정부시,수목,일반휴게음식-일반한식,경기도 의정부시 오목로205번길 1,11813,37.744704,127.098278,2020-09-04
의정부시,수미네 함박,일반휴게음식-서양음식,경기도 의정부시 시민로19번길 32,11673,37.739666,127.036802,2020-09-04
의정부시,수미한우국밥,일반휴게음식-일반한식,경기도 의정부시 충의로57번길 7-8,11789,37.73649,127.08684,2020-09-04
의정부시,수사 의정부역점,일반휴게음식-일식회집,경기도 의정부시 시민로 80,11651,37.73796,127.043542,2020-09-04
의정부시,수상한닭발밀당국물떡볶이,일반휴게음식-일반한식,경기도 의정부시 태평로46번길 6,11698,37.736407,127.051324,2020-09-04
의정부시,수상한삼겹살,일반휴게음식-일반한식,경기도 의정부시 태평로45번길 11,11697,37.736947,127.050482,2020-09-04
의정부시,수상한쪽갈비(호원점),일반휴게음식-일반한식,경기도 의정부시 평화로 197,11711,,,2020-09-04
의정부시,수암장식당,일반휴게음식-일반한식,경기도 의정부시 망월로28번길 51-137,11645,37.705573,127.035575,2020-09-04
의정부시,수원성,일반휴게음식-일반한식,경기도 의정부시 호국로1519번길 2-33 ,11753,37.753939,127.071347,2020-09-04
의정부시,수원이네연탄구이,일반휴게음식-일반한식,경기도 의정부시 비우로48 ,11614,37.757514,127.032262,2020-09-04
의정부시,수유다래 함박스텍 의정부시청점,일반휴게음식-일반한식,경기도 의정부시 둔야로33번길 39,11673,,,2020-09-04
의정부시,수유리 우동집,일반휴게음식-스넥,경기도 의정부시 용민로 110,11808,37.738962,127.089876,2020-09-04
의정부시,수유리 찌개백반,일반휴게음식-일반한식,경기도 의정부시 청사로5번길 8-17,11775,37.749426,127.069793,2020-09-04
의정부시,수유리우동(민락점),일반휴게음식-일반한식,경기도 의정부시 오목로205번길 39,11813,37.745399,127.09643,2020-09-04
의정부시,수유리우동집,일반휴게음식-일식회집,경기도 의정부시 평화로 220,11710,,,2020-09-04
의정부시,수유리우동집,일반휴게음식-일반한식,경기도 의정부시 둔야로17번길 23,11649,,,2020-09-04
의정부시,수유리우동집,일반휴게음식-일반한식,경기도 의정부시 회룡로 137,11703,37.726096,127.049273,2020-09-04
의정부시,수유리우동집 (신곡점),일반휴게음식-일식회집,경기도 의정부시 발곡로 10,11729,,,2020-09-04
의정부시,수유리우동집(금오점),일반휴게음식-일반한식,경기도 의정부시 청사로47번길 7-24,11757,37.751571,127.069296,2020-09-04
의정부시,수일식,일반휴게음식-일식회집,경기도 의정부시 둔야로33번길 9 ,11673,37.738736,127.039016,2020-09-04
의정부시,수재다방,일반휴게음식-서양음식,경기도 의정부시 동일로466번길 70,11738,37.729378,127.062551,2020-09-04
의정부시,수정,일반휴게음식-일반한식,경기도 의정부시 태평로 153 ,11689,37.746079,127.050282,2020-09-04
의정부시,수제찹쌀고로케,일반휴게음식-서양음식,경기도 의정부시 평화로 191-1,11711,,,2020-09-04
의정부시,수철이네왕새우튀김 민락점,일반휴게음식-스넥,경기도 의정부시 천보로 38,11813,37.743894,127.096743,2020-09-04
의정부시,수카츠,일반휴게음식-일반한식,경기도 의정부시 용현로159번길 18,11805,37.741238,127.094178,2020-09-04
의정부시,수현분식,일반휴게음식-스넥,경기도 의정부시 태평로73번길 20,11695,37.739117,127.050491,2020-09-04
의정부시,수흥 부대찌개,일반휴게음식-일반한식,경기도 의정부시 신촌로5번길 14,11676,37.750738,127.03513,2020-09-04
의정부시,수흥부대찌개,일반휴게음식-일반한식,경기도 의정부시 태평로73번길 41,11695,37.73885,127.049102,2020-09-04
의정부시,수흥부대찌개,일반휴게음식-일반한식,경기도 의정부시 오목로225번길 89-59 ,11813,,,2020-09-04
의정부시,숙달돼지 의정부본점,일반휴게음식-일반한식,경기도 의정부시 오목로205번길 67,11813,,,2020-09-04
의정부시,숙이네,일반휴게음식-일반한식,경기도 의정부시 신흥로 360-1,11678,37.748348,127.042788,2020-09-04
의정부시,숙이네 소머리국밥,일반휴게음식-일반한식,경기도 의정부시 충의로57번길 7-9,11789,37.736378,127.086957,2020-09-04
의정부시,숙이네간장게장,일반휴게음식-일반한식,경기도 의정부시 시민로387번길 22-10,11784,37.735558,127.078203,2020-09-04
의정부시,숙이네분식,일반휴게음식-스넥,경기도 의정부시 충의로57번길 31,11789,,,2020-09-04
의정부시,숙이네식당,일반휴게음식-일반한식,경기도 의정부시 의정로 135 ,11661,,,2020-09-04
의정부시,숙자네포차,일반휴게음식-일반한식,경기도 의정부시 동일로 395,11719,37.723493,127.060038,2020-09-04
의정부시,순,일반휴게음식-일반한식,경기도 의정부시 용현로105번길 45-19,11803,37.742929,127.086533,2020-09-04
의정부시,순대렐라 떡볶이,일반휴게음식-일반한식,경기도 의정부시 의정로40번길 21 ,11624,,,2020-09-04
의정부시,순대싸롱,일반휴게음식-일반한식,경기도 의정부시 오목로225번길 129,11813,37.745679,127.094731,2020-09-04
의정부시,순수치킨 의정부역점,일반휴게음식-스넥,경기도 의정부시 시민로122번길 9,11697,37.737912,127.048618,2020-09-04
의정부시,순수치킨신곡점,일반휴게음식-스넥,경기도 의정부시 동일로506번길 70,11737,37.734123,127.062179,2020-09-04
의정부시,순이네 곱창*막창,일반휴게음식-일반한식,경기도 의정부시 민락로 387,11770,37.755782,127.112992,2020-09-04
의정부시,순이네 집밥,일반휴게음식-일반한식,경기도 의정부시 범골로107번길 5,11625,37.734205,127.037652,2020-09-04
의정부시,순이네식당,일반휴게음식-일반한식,경기도 의정부시 신촌로29번길 30-7,11676,37.751647,127.03791,2020-09-04
의정부시,순이상회,일반휴게음식-일반한식,경기도 의정부시 오목로225번길 79-44,11813,,,2020-09-04
의정부시,순이상회,일반휴게음식-일반한식,경기도 의정부시 오목로225번길 79-44,11813,,,2020-09-04
의정부시,순이생각,일반휴게음식-일반한식,경기도 의정부시 신흥로239번길 50,11650,,,2020-09-04
의정부시,순천남도밥상,일반휴게음식-일반한식,경기도 의정부시 태평로137번길 20,11689,,,2020-09-04
의정부시,술 자리(ZARI),일반휴게음식-주점,경기도 의정부시 용현로160번길 6-3,11808,37.740235,127.093297,2020-09-04
의정부시,술고래한방족발,일반휴게음식-일반한식,경기도 의정부시 장곡로 474-1,11740,37.74482,127.056821,2020-09-04
의정부시,술땡기는맛집,일반휴게음식-일반한식,경기도 의정부시 호국로 1101,11658,37.743167,127.026388,2020-09-04
의정부시,술래잡기,일반휴게음식-일반한식,경기도 의정부시 용현로122번길 5 ,11809,37.740845,127.089572,2020-09-04
의정부시,술생각나는밤,일반휴게음식-주점,경기도 의정부시 평화로562번길 30,11692,37.742197,127.048592,2020-09-04
의정부시,술잔,일반휴게음식-일반한식,경기도 의정부시 시민로122번길 9-4,11697,37.737679,127.048568,2020-09-04
의정부시,술집,일반휴게음식-일반한식,경기도 의정부시 시민로131번길 4 ,11695,,,2020-09-04
의정부시,술집,일반휴게음식-일반한식,경기도 의정부시 거북로6번길 12,11760,37.750505,127.059602,2020-09-04
의정부시,술친구포차,일반휴게음식-주점,경기도 의정부시 용민로 70,11785,37.736848,127.086039,2020-09-04
의정부시,술통,일반휴게음식-일반한식,경기도 의정부시 둔야로17번길 20,11649,37.737538,127.038573,2020-09-04
의정부시,술통,일반휴게음식-주점,경기도 의정부시 둔야로17번길 20,11649,37.737538,127.038573,2020-09-04
의정부시,술퍼마켓,일반휴게음식-일반한식,경기도 의정부시 태평로 207,11686,,,2020-09-04
의정부시,숨,일반휴게음식-서양음식,경기도 의정부시 시민로122번길 50,11697,37.736165,127.048486,2020-09-04
의정부시,숯겹살집 의정부신곡점,일반휴게음식-일반한식,경기도 의정부시 발곡로3번길 5,11729,37.731487,127.054962,2020-09-04
의정부시,숯닭포차,일반휴게음식-주점,경기도 의정부시 신흥로258번길 15,11670,,,2020-09-04
의정부시,숯불92포차,일반휴게음식-일반한식,경기도 의정부시 평화로 158,11715,37.705858,127.048346,2020-09-04
의정부시,숯불생고기,일반휴게음식-일반한식,경기도 의정부시 동일로522번길 55,11735,37.734934,127.06151,2020-09-04
의정부시,숯불초벌삼겹살 형제상회,일반휴게음식-일반한식,경기도 의정부시 의정로 189,11675,37.749648,127.034131,2020-09-04
의정부시,쉐프김밥,일반휴게음식-스넥,경기도 의정부시 신곡로 53,11729,37.731486,127.056289,2020-09-04
의정부시,쉼터,일반휴게음식-칵테일바,경기도 의정부시 가능로 111,11678,37.746977,127.043575,2020-09-04
의정부시,쉼터,일반휴게음식-일반한식,경기도 의정부시 청사로 45,11757,,,2020-09-04
의정부시,쉼터 휴,일반휴게음식-일반한식,경기도 의정부시 호국로 1369,11750,37.746623,127.055177,2020-09-04
의정부시,쉼터식당,일반휴게음식-일반한식,경기도 의정부시 금신로 402,11759,37.749182,127.054793,2020-09-04
의정부시,슈롱,일반휴게음식-서양음식,경기도 의정부시 오목로 112,11807,,,2020-09-04
의정부시,슈차이,일반휴게음식-중국식,경기도 의정부시 승지로10번길 6 ,11810,37.73818,127.090019,2020-09-04
의정부시,슈퍼스타 U,일반휴게음식-주점,경기도 의정부시 범골로145번길 16,11650,,,2020-09-04
의정부시,스르르,일반휴게음식-서양음식,경기도 의정부시 호국로1298번길 24,11692,37.742498,127.048225,2020-09-04
의정부시,스마일 찰진 꽈배기,일반휴게음식-스넥,경기도 의정부시 오목로 107,11808,37.737573,127.092563,2020-09-04
의정부시,스마일 찹쌀 꽈배기,일반휴게음식-서양음식,경기도 의정부시 가능로119번길 33,11678,,,2020-09-04
의정부시,스마일꽈배기,일반휴게음식-일반한식,경기도 의정부시 신흥로 93,11636,37.724347,127.043512,2020-09-04
의정부시,스마일랜드/주식회사 더지니 (The Jeeni Co,일반휴게음식-서양음식,경기도 의정부시 용민로 477,11815,,,2020-09-04
의정부시,스마일푸드,일반휴게음식-일반한식,경기도 의정부시 가능로 95,11683,,,2020-09-04
의정부시,스모그,일반휴게음식-서양음식,경기도 의정부시 시민로143번길 13,11695,37.738351,127.051047,2020-09-04
의정부시,스모프치킨,일반휴게음식-주점,경기도 의정부시 백석로 13-31,11628,37.731042,127.040271,2020-09-04
의정부시,스무족,일반휴게음식-일반한식,경기도 의정부시 추동로 43,11740,37.744961,127.059366,2020-09-04
의정부시,스시&롤,일반휴게음식-일식회집,경기도 의정부시 가능로 119,11678,,,2020-09-04
의정부시,스시가와/주식회사 서윤식품,일반휴게음식-일식회집,경기도 의정부시 서부로 675,11615,37.753819,127.036096,2020-09-04
의정부시,스시광,일반휴게음식-일식회집,경기도 의정부시 청사로49,11757,37.752571,127.069376,2020-09-04
의정부시,스시단,일반휴게음식-일식회집,경기도 의정부시 오목로225번길 64,11813,37.747376,127.096529,2020-09-04
의정부시,스시담,일반휴게음식-일식회집,경기도 의정부시 평화로504번길 7,11697,,,2020-09-04
의정부시,스시도라,일반휴게음식-일반한식,경기도 의정부시 동일로466번길 13,11738,37.729628,127.060065,2020-09-04
의정부시,스시돈보,일반휴게음식-일식회집,경기도 의정부시 동일로 660,11750,37.747821,127.055518,2020-09-04
의정부시,스시백,일반휴게음식-일식회집,경기도 의정부시 신흥로 345,11683,37.747123,127.042492,2020-09-04
의정부시,스시생각,일반휴게음식-일식회집,경기도 의정부시 평화로 625,11686,37.747735,127.045125,2020-09-04
의정부시,스시야,일반휴게음식-일반한식,경기도 의정부시 평화로542번길 5,11695,37.740427,127.047571,2020-09-04
의정부시,스시엔리,일반휴게음식-일식회집,경기도 의정부시 평화로 220,11710,37.711209,127.048018,2020-09-04
의정부시,스시오 회전초밥 전문점,일반휴게음식-일식회집,경기도 의정부시 범골로 80,11626,,,2020-09-04
의정부시,스시이야기,일반휴게음식-일식회집,경기도 의정부시 태평로 186-1,11687,,,2020-09-04
의정부시,스시키와메,일반휴게음식-일반한식,경기도 의정부시 오목로 217,11813,37.745657,127.099319,2020-09-04
의정부시,스시현,일반휴게음식-일반한식,경기도 의정부시 평화로562번길 42 ,11692,37.742093,127.049353,2020-09-04
의정부시,스시히로미,일반휴게음식-일식회집,경기도 의정부시 시민로 83,11670,,,2020-09-04
의정부시,스시힐,일반휴게음식-일식회집,경기도 의정부시 금오로 113,11765,37.756927,127.077618,2020-09-04
의정부시,스윗디아나,일반휴게음식-서양음식,경기도 의정부시 오목로205번길 55,11813,,,2020-09-04
의정부시,스윗카롱,일반휴게음식-서양음식,경기도 의정부시 평화로 359,11705,,,2020-09-04
의정부시,스카이 엔젤,일반휴게음식-서양음식,경기도 의정부시 용민로 493,11815,37.749924,127.118191,2020-09-04
의정부시,스카이라운지 발리,일반휴게음식-일반한식,경기도 의정부시 청사로 49,11757,37.752571,127.069376,2020-09-04
의정부시,스카이락,일반휴게음식-서양음식,경기도 의정부시 승지로 13,11808,37.738268,127.090646,2020-09-04
의정부시,스카이키친앤펍,일반휴게음식-일반한식,경기도 의정부시 천보로 68,11813,37.745374,127.094093,2020-09-04
의정부시,스케치,일반휴게음식-서양음식,경기도 의정부시 용현로160번길14-5 ,11808,37.739762,127.093065,2020-09-04
의정부시,스쿨푸드 딜리버리 의정부역점,일반휴게음식-스넥,경기도 의정부시 발곡로31번길 23-16,11730,37.731788,127.057859,2020-09-04
의정부시,스타가츠,일반휴게음식-일식회집,경기도 의정부시 시민로 81,11670,37.7386,127.044155,2020-09-04
의정부시,스타닭스,일반휴게음식-일반한식,경기도 의정부시 송산로995번길 481 ,11798,37.718764,127.100264,2020-09-04
의정부시,스타램,일반휴게음식-일반한식,경기도 의정부시 오목로205번길 55,11813,37.745954,127.095872,2020-09-04
의정부시,스타세븐(STAR7SEVEN),일반휴게음식-일반한식,경기도 의정부시 호국로1111번길 10-12,11658,,,2020-09-04
의정부시,스테이션,일반휴게음식-일반한식,경기도 의정부시 시민로131번길 16 ,11695,37.738679,127.049816,2020-09-04
