시군명,상호명,업종명,소재지(도로명주소),우편번호,위도,경도,데이터기준일자
의정부시,헤어신,보건위생-미용원,경기도 의정부시 가능로85번길 44 ,11683,37.748736,127.040632,2020-09-04
의정부시,헤어썬,보건위생-미용원,경기도 의정부시 가능로112-1,11664,37.746888,127.039306,2020-09-04
의정부시,헤어씨티,보건위생-미용원,경기도 의정부시 장금로78번길41 ,11747,,,2020-09-04
의정부시,헤어앤뷰티(Hair&뷰티),보건위생-미용원,경기도 의정부시 가능로109번길 43,11678,,,2020-09-04
의정부시,헤어에비뉴,보건위생-미용원,경기도 의정부시 시민로 287,11748,37.737257,127.066364,2020-09-04
의정부시,헤어엘,보건위생-미용원,경기도 의정부시 가능로97번길 32 ,11683,37.748232,127.04188,2020-09-04
의정부시,헤어오클리,보건위생-미용원,경기도 의정부시 경의로193번길 12,11728,,,2020-09-04
의정부시,헤어이미지,보건위생-미용원,경기도 의정부시 호국로1351번길 10,11749,,,2020-09-04
의정부시,헤어이벤트미용실,보건위생-미용원,경기도 의정부시 의정부1동,11687,37.748959,127.047179,2020-09-04
의정부시,헤어이야기,보건위생-미용원,경기도 의정부시 신촌로29번길 8,11676,,,2020-09-04
의정부시,헤어장,보건위생-미용원,경기도 의정부시 신흥로 81,11636,37.723464,127.043228,2020-09-04
의정부시,헤어카페,보건위생-미용재료,경기도 의정부시 장금로 54,11746,37.742404,127.060699,2020-09-04
의정부시,헤어카페,보건위생-미용원,경기도 의정부시 의정로22번길 34,11625,37.734629,127.037131,2020-09-04
의정부시,헤어카페1,보건위생-미용원,경기도 의정부시 안말로85번길 22,11709,,,2020-09-04
의정부시,헤어카페1,보건위생-미용원,경기도 의정부시 안말로85번길 22,11709,,,2020-09-04
의정부시,헤어카페2,보건위생-미용원,경기도 의정부시 신흥로 68,11639,,,2020-09-04
의정부시,헤어캐슬,보건위생-미용원,경기도 의정부시 범골로63번길 31,11626,37.730901,127.03645,2020-09-04
의정부시,헤어컬러블루,보건위생-미용원,경기도 의정부시 평화로 237-1,11711,37.713095,127.047215,2020-09-04
의정부시,헤어코코,보건위생-미용원,경기도 의정부시 효자로 10,11803,37.743406,127.086205,2020-09-04
의정부시,헤어퀸,보건위생-미용원,경기도 의정부시 추동로92번길 39,11779,,,2020-09-04
의정부시,헤어킴,보건위생-미용원,경기도 의정부시 경의로132번길 80,11702,37.729538,127.050265,2020-09-04
의정부시,헤어탑원,보건위생-미용원,경기도 의정부시 시민로 243,11748,,,2020-09-04
의정부시,헤어탑원(HAIR TOP-1),보건위생-미용원,경기도 의정부시 오목로225번길 72 ,11813,37.74721,127.096012,2020-09-04
의정부시,헤어톡,보건위생-미용원,경기도 의정부시 범골로74번길 34,11628,37.731321,127.040294,2020-09-04
의정부시,헤어톡톡,보건위생-미용원,경기도 의정부시 용민로 49 ,11785,,,2020-09-04
의정부시,헤어파크,보건위생-미용원,경기도 의정부시 신곡동,11782,37.737317,127.071007,2020-09-04
의정부시,헤어파티,보건위생-미용원,경기도 의정부시 비우로92번길 20,11613,,,2020-09-04
의정부시,헤어팡,보건위생-미용원,경기도 의정부시 부용로219번길 21  ,11772,37.749938,127.081192,2020-09-04
의정부시,헤어팡팡 (민락점),보건위생-미용원,경기도 의정부시 용민로 192,11813,37.74588,127.093506,2020-09-04
의정부시,헤어펌,보건위생-미용원,경기도 의정부시 가능3동,11616,,,2020-09-04
의정부시,헤어포레,보건위생-미용원,경기도 의정부시 서광로 186   ,11800,37.733427,127.112393,2020-09-04
의정부시,헤어포인트,보건위생-미용원,경기도 의정부시 태평로 199,11686,,,2020-09-04
의정부시,헤어폼,보건위생-미용원,경기도 의정부시 비우로 56,11614,37.757943,127.033005,2020-09-04
의정부시,헤어폼헤어,보건위생-미용원,경기도 의정부시 범골로107번길125 ,11625,,,2020-09-04
의정부시,헤어플러스미,보건위생-미용원,경기도 의정부시 행복로 10,11695,37.739544,127.048626,2020-09-04
의정부시,헤어현주,보건위생-미용원,경기도 의정부시 회룡로137번길,11703,,,2020-09-04
의정부시,헬렌 에스테틱,보건위생-피부미용실,경기도 의정부시 오목로 196,11813,37.743919,127.098311,2020-09-04
의정부시,현 헤어 살롱,보건위생-미용원,경기도 의정부시 오목로205번길 21,11813,37.744849,127.097428,2020-09-04
의정부시,현대,보건위생-이용원,경기도 의정부시 비우로 81,11612,37.758315,127.035655,2020-09-04
의정부시,현대미용실,보건위생-미용원,경기도 의정부시 동일로 451-25 ,11734,37.728753,127.058018,2020-09-04
의정부시,현승뷰티프라자,보건위생-화장품,경기도 의정부시 행복로 23-1,11695,37.740823,127.049126,2020-09-04
의정부시,현정헤어,보건위생-미용원,경기도 의정부시 용민로 263  ,11769,,,2020-09-04
의정부시,현진헤어,보건위생-미용원,경기도 의정부시 신촌로29번길 35 ,11676,,,2020-09-04
의정부시,현헤어아트,보건위생-미용원,경기도 의정부시 가능로 107-1,11678,37.746934,127.043048,2020-09-04
의정부시,현헤어아트,보건위생-미용원,경기도 의정부시 신촌로17번길 30-2,11676,37.751459,127.036514,2020-09-04
의정부시,혜당생활과학,보건위생-의료용품,경기도 의정부시 태평로 99 150-2 ,11695,37.741322,127.051225,2020-09-04
의정부시,혜자살롱,보건위생-미용원,경기도 의정부시 용민로 37,11785,,,2020-09-04
의정부시,호은부부상담코칭센터,보건위생-기타대인서비스,경기도 의정부시 신흥로257번길30 ,11674,37.739042,127.041432,2020-09-04
의정부시,홀릭헤어샵,보건위생-미용원,경기도 의정부시 태평로107번길 11,11692,37.741958,127.050681,2020-09-04
의정부시,홍눈썹,보건위생-화장품,경기도 의정부시 평화로 359 12 ,11705,37.723597,127.047652,2020-09-04
의정부시,홍보람헤어톡,보건위생-미용원,경기도 의정부시 장금로 50  ,11746,37.741737,127.060483,2020-09-04
의정부시,홍은미헤어이벤트,보건위생-미용원,경기도 의정부시 시민로254,11736,,,2020-09-04
의정부시,홍헤어,보건위생-미용원,경기도 의정부시 평화로552번길 29-3,11692,,,2020-09-04
의정부시,화려한외출,보건위생-미용원,경기도 의정부시 오목로 99-1,11810,37.736906,127.09204,2020-09-04
의정부시,화림뷰티네일,보건위생-피부미용실,경기도 의정부시 평화로 196,11712,37.709353,127.048346,2020-09-04
의정부시,화미대리점,보건위생-의료용품,경기도 의정부시 범골로 125,11649,37.735601,127.039105,2020-09-04
의정부시,화수분미용실,보건위생-미용원,경기도 의정부시 신곡로 36  ,11731,,,2020-09-04
의정부시,화인사우나,보건위생-사우나,경기도 의정부시 비우로 110,11613,37.758125,127.039127,2020-09-04
의정부시,화장품랜드,보건위생-화장품,경기도 의정부시 가능로 121-1,11678,37.746987,127.044432,2020-09-04
의정부시,화장품뱅크,보건위생-화장품,경기도 의정부시 의정부동,11695,,,2020-09-04
의정부시,화장품소매,보건위생-화장품,경기도 의정부시 호원동,11705,37.708844,127.047389,2020-09-04
의정부시,화장품종합,보건위생-화장품,경기도 의정부시 태평로89번길 36,11695,37.740426,127.049545,2020-09-04
의정부시,화장품할인점,보건위생-화장품,경기도 의정부시 평화로 374,11704,37.72521,127.048515,2020-09-04
의정부시,황궁중국발마사지,보건위생-안마시술소,경기도 의정부시 평화로542번길 7-13,11695,,,2020-09-04
의정부시,황궁체형관리,보건위생-피부미용실,경기도 의정부시 태평로 128,11688,,,2020-09-04
의정부시,황금대리운전,보건위생-기타대인서비스,경기도 의정부시 범골로145번길 15,11650,37.736573,127.041182,2020-09-04
의정부시,황금뷰티,보건위생-화장품,경기도 의정부시 시민로122번길 65 ,11697,37.735264,127.048566,2020-09-04
의정부시,황금손 아로마테라피,보건위생-화장품,경기도 의정부시 평화로552번길 34  ,11695,37.741259,127.049063,2020-09-04
의정부시,황실 후 스킨&바디,보건위생-피부미용실,경기도 의정부시 회룡로 107,11633,,,2020-09-04
의정부시,황예숙 헤어,보건위생-미용원,경기도 의정부시 평화로 220,11710,37.711209,127.048018,2020-09-04
의정부시,황제,보건위생-화장품,경기도 의정부시 부용로 95,11757,,,2020-09-04
의정부시,황토마을지압안마원,보건위생-안마시술소,경기도 의정부시 평화로484번길 7 ,11697,37.735264,127.048373,2020-09-04
의정부시,휘룩시스템코리아,보건위생-미용재료,경기도 의정부시 회룡로 145,11703,,,2020-09-04
의정부시,휠마스터,보건위생-의료용품,경기도 의정부시 둔야로33번길 9 6-2 ,11673,37.738736,127.039016,2020-09-04
의정부시,휠헤어,보건위생-미용원,경기도 의정부시 가능로 97,11683,37.746898,127.041992,2020-09-04
의정부시,휠헤어숍,보건위생-미용원,경기도 의정부시 둔야로45번길 27,11673,,,2020-09-04
의정부시,휴,보건위생-화장품,경기도 의정부시 비우로 86,11613,37.758178,127.036405,2020-09-04
의정부시,휴먼메디칼,보건위생-의료용품,경기도 의정부시 부용로185번길 48,11771,37.751957,127.07935,2020-09-04
의정부시,휴태국맛사지용품샵,보건위생-화장품,경기도 의정부시 둔야로17번길 23,11649,37.737241,127.038289,2020-09-04
의정부시,희(hee),보건위생-미용원,경기도 의정부시 호국로 1192,11668,37.743012,127.036085,2020-09-04
의정부시,희희네일,보건위생-피부미용실,경기도 의정부시 평화로552번길 29-10,11692,37.741708,127.0493,2020-09-04
의정부시,히릿네일,보건위생-피부미용실,경기도 의정부시 오목로225번길 78,11813,,,2020-09-04
의정부시,히즈모,보건위생-미용원,경기도 의정부시 효자로 14,11803,37.743487,127.086648,2020-09-04
의정부시,힐러아이디,보건위생-미용원,경기도 의정부시 태평로 107,11692,,,2020-09-04
의정부시,힐링공감,보건위생-화장품,경기도 의정부시 신곡로 45-20,11729,,,2020-09-04
의정부시,힐링굿,보건위생-화장품,경기도 의정부시 부용로95번길 18,11757,,,2020-09-04
의정부시,힐링맘,보건위생-기타대인서비스,경기도 의정부시 시민로 29,11673,37.73843,127.038346,2020-09-04
의정부시,힐링맘스,보건위생-화장품,경기도 의정부시 용민로7번길 89,11784,37.73852,127.077623,2020-09-04
의정부시,힐링숲라파,보건위생-기타대인서비스,경기도 의정부시 신흥로 366-4,11678,37.748951,127.042966,2020-09-04
의정부시,힐링스토리안마원,보건위생-안마시술소,경기도 의정부시 외미로 104-12,11638,,,2020-09-04
의정부시,힐링아로마,보건위생-기타대인서비스,경기도 의정부시 장곡로596번길 9,11775,,,2020-09-04
의정부시,힐링아로마,보건위생-화장품,경기도 의정부시 범골로145번길 29,11650,,,2020-09-04
의정부시,힐링아이안경콘택트,보건위생-안경,경기도 의정부시 평화로635,11686,,,2020-09-04
의정부시,힐링엔젤스 의정부점,보건위생-사우나,경기도 의정부시 능곡로 66,11741,,,2020-09-04
의정부시,힐링여성사우나,보건위생-사우나,경기도 의정부시 평화로 704 ,11684,37.754538,127.043631,2020-09-04
의정부시,힐링타임,보건위생-화장품,경기도 의정부시 평화로552번길 18,11695,,,2020-09-04
의정부시,힐링펌미용실,보건위생-미용원,경기도 의정부시 용민로420 ,11812,,,2020-09-04
의정부시,힐링헤어,보건위생-미용원,경기도 의정부시 가능로 116-1,11664,,,2020-09-04
의정부시,힐링헤어,보건위생-미용원,경기도 의정부시 상금로 29 ,11764,37.757235,127.074453,2020-09-04
의정부시,힐스템,보건위생-의료용품,경기도 의정부시 하금로4번길 5,11760,37.750978,127.061283,2020-09-04
의정부시,힐스템 가능센터,보건위생-피부미용실,경기도 의정부시 의정로164번길 3,11681,,,2020-09-04
의정부시,힐스템 망월사역,보건위생-의료용품,경기도 의정부시 평화로 183,11711,37.708233,127.047898,2020-09-04
의정부시,힐스템 주열 테라피,보건위생-피부미용실,경기도 의정부시 용민로 55,11785,,,2020-09-04
의정부시,힐헤어,보건위생-미용원,경기도 의정부시 천보로 38,11813,37.743984,127.096791,2020-09-04
의정부시,(고산)경희대 선일태권도장,학원-예체능계학원 ,경기도 의정부시 월유로 13,11800,37.729101,127.110343,2020-09-04
의정부시,(사)한국언어심리교육협회,회원제형태-학원,경기도 의정부시 체육로 306,11604,37.759816,127.041461,2020-09-04
의정부시,(주)부모사랑,회원제형태-학원,경기도 의정부시 의정로173번길 11,11675,37.748314,127.033722,2020-09-04
의정부시,(주)빅맨,학원-보습학원,경기도 의정부시 오목로225번길 105,11813,,,2020-09-04
의정부시,(주)샵포스쿨,학원-기타 교육기관,경기도 의정부시 호국로 1322,11692,37.743426,127.051045,2020-09-04
의정부시,(주)장원교육의정부동지점,학원-학습지 교육,경기도 의정부시 장곡로628번길 26,11775,,,2020-09-04
의정부시,(주)풋볼스토리 실내축구교실,학원-예체능계학원 ,경기도 의정부시 평화로 271-9,11708,,,2020-09-04
의정부시,(주)한국승마교육원,학원-기타 교육기관,경기도 의정부시 신흥로208번길 14-14  ,11652,37.734041,127.044187,2020-09-04
의정부시,(주)한국에이치알디엠개발원,회원제형태-학원,경기도 의정부시 시민로 80,11651,37.73796,127.043542,2020-09-04
의정부시,(주)회룡학원,학원-보습학원,경기도 의정부시 신흥로 64,11639,37.727165,127.039768,2020-09-04
의정부시,(주)회룡학원,학원-보습학원,경기도 의정부시 신흥로 64,11639,37.727165,127.039768,2020-09-04
의정부시,21세기집현전,학원-기타 교육기관,경기도 의정부시 시민로387번길 54,11784,37.737204,127.077386,2020-09-04
의정부시,2월31일(이월삼십일일)학원 2관,학원-보습학원,경기도 의정부시 장곡로 626,11775,,,2020-09-04
의정부시,3030동오러닝센터영어교습소,학원-외국어학원,경기도 의정부시 추동로 43,11740,,,2020-09-04
의정부시,7단지 수학공부방,학원-기타 교육기관,경기도 의정부시 회룡로 254,11720,37.726015,127.060788,2020-09-04
의정부시,After School(애프터스쿨)수학교습소,회원제형태-학원,경기도 의정부시 범골로82번길 52,11626,37.731654,127.040737,2020-09-04
의정부시,Cho's piano과외교습소,학원-예체능계학원 ,경기도 의정부시 장곡로322번길 22 ,11729,37.732099,127.055904,2020-09-04
의정부시,E.J홈스쿨,학원-기타 교육기관,경기도 의정부시 회룡로 245,11739,,,2020-09-04
의정부시,e해법신곡건영수학교습소,학원-보습학원,경기도 의정부시 능곡로26번길 28,11747,37.740052,127.061644,2020-09-04
의정부시,FM수학전문학원,학원-보습학원,경기도 의정부시 오목로225번길 162,11813,37.744657,127.096068,2020-09-04
의정부시,JumPing송양태권스쿨,학원-예체능계학원 ,경기도 의정부시 낙양동105-2,11816,,,2020-09-04
의정부시,KB'S CrossFit&English,회원제형태-학원,경기도 의정부시 평화로 360,11706,37.723462,127.04874,2020-09-04
의정부시,MBC아카데미뷰티미용학원,회원제형태-학원,경기도 의정부시 의정부동,11651,37.733002,127.03671,2020-09-04
의정부시,MTA청도태권도,학원-예체능계학원 ,경기도 의정부시 체육로 298-13,11610,,,2020-09-04
의정부시,Rainbow kid`s club,학원-기타 교육기관,경기도 의정부시 금신로296번길 38,11778,37.745789,127.064843,2020-09-04
의정부시,the바른수학,회원제형태-학원,경기도 의정부시 장곡로596번길19 ,11775,37.748985,127.069486,2020-09-04
의정부시,USK한라체육관,학원-예체능계학원 ,경기도 의정부시 신곡동,11740,,,2020-09-04
의정부시,YBM영어교습소,학원-외국어학원,경기도 의정부시 신흥로365번길 17,11683,,,2020-09-04
의정부시,YB학원,학원-보습학원,경기도 의정부시 천보로 69,11813,37.744933,127.093377,2020-09-04
의정부시,YES 아이원영어,학원-기타 교육기관,경기도 의정부시 시민로 258,11736,37.735312,127.063405,2020-09-04
의정부시,가능 바른이 태권도,학원-예체능계학원 ,경기도 의정부시 가능로 50,11662,37.748607,127.04681,2020-09-04
의정부시,가능실용음악학원,학원-예체능계학원 ,경기도 의정부시 평화로 603 ,11690,37.745681,127.04552,2020-09-04
의정부시,가능아인음악교습소,학원-예체능계학원 ,경기도 의정부시 가능로49번길 12,11681,37.747125,127.036705,2020-09-04
의정부시,가능케레스학원,학원-보습학원,경기도 의정부시 신촌로29번길 24,11676,,,2020-09-04
의정부시,가든독서실,학원-독서실,경기도 의정부시 범골로30번길 5,11629,,,2020-09-04
의정부시,가브리엘(Gabrielle)과외교습자,학원-기타 교육기관,경기도 의정부시 용현로 143,11804,,,2020-09-04
의정부시,강공스터디호원캠퍼스학원,회원제형태-학원,경기도 의정부시 평화로311,11705,37.719687,127.046957,2020-09-04
의정부시,강권창 수학학원,학원-보습학원,경기도 의정부시 장곡로 626,11775,37.750309,127.072333,2020-09-04
의정부시,강북이용학원의정부점,학원-기능학원,경기도 의정부시 평화로322번길 20,11706,,,2020-09-04
의정부시,강수학학원,학원-보습학원,경기도 의정부시 신흥로 355-1,11683,,,2020-09-04
의정부시,강태우어학원 의정부점,회원제형태-학원,경기도 의정부시 신곡동,11733,,,2020-09-04
의정부시,개념원리러닝센터수학교습소,학원-보습학원,경기도 의정부시 가능로 43,11681,,,2020-09-04
의정부시,개념원리수학학원,회원제형태-학원,경기도 의정부시 오목로37 ,11789,37.733405,127.086931,2020-09-04
의정부시,개인과외,학원-기타 교육기관,경기도 의정부시 흥선로 76,11672,37.742684,127.035261,2020-09-04
의정부시,거호의인총본관,학원-예체능계학원 ,경기도 의정부시 오목로 217,11813,,,2020-09-04
의정부시,건국PTL체대입시,학원-예체능계학원 ,경기도 의정부시 회룡로 141,11703,37.726236,127.049513,2020-09-04
의정부시,건영해법영어교습소,회원제형태-학원,경기도 의정부시 신곡동,11747,,,2020-09-04
의정부시,경기드론코리아아카데미,학원-기능학원,경기도 의정부시 금신로402번길 6,11759,37.749344,127.054963,2020-09-04
의정부시,경기미래평생교육원,학원-기타 교육기관,경기도 의정부시 범골로98번길 56,11625,37.733709,127.039853,2020-09-04
의정부시,경기보습학원,학원-보습학원,경기도 의정부시 용민로 479,11815,37.751101,127.11803,2020-09-04
의정부시,경기중앙간호학원,학원-기타 교육기관,경기도 의정부시 평화로536번길 6,11695,37.739544,127.047877,2020-09-04
의정부시,경기태권도장,학원-예체능계학원 ,경기도 의정부시 의정로140번길 4,11667,37.74526,127.034957,2020-09-04
의정부시,경민간호학원,회원제형태-학원,경기도 의정부시 신흥로 195,11653,,,2020-09-04
의정부시,경민대 삼현충효태권도장,학원-예체능계학원 ,경기도 의정부시 용민로 479,11815,,,2020-09-04
의정부시,경민대 삼현충효태권도장,학원-예체능계학원 ,경기도 의정부시 용민로 479,11815,,,2020-09-04
의정부시,경원태권도장,회원제형태-학원,경기도 의정부시 의정부동,11689,37.745265,127.048289,2020-09-04
의정부시,경의유도관,학원-예체능계학원 ,경기도 의정부시 동일로 506,11737,,,2020-09-04
의정부시,경카데미수학교습소,학원-보습학원,경기도 의정부시 발곡로 34,11730,37.730818,127.058546,2020-09-04
의정부시,경호태권도,학원-예체능계학원 ,경기도 의정부시 회룡로 181 ,11733,37.726705,127.053938,2020-09-04
의정부시,경희대 국가대표 태권도,학원-예체능계학원 ,경기도 의정부시 회룡로105번길 20,11633,37.726689,127.045845,2020-09-04
의정부시,경희대 대한민국 태권도,학원-예체능계학원 ,경기도 의정부시 백석로68번길 27,11632,37.72864,127.045609,2020-09-04
의정부시,경희대 동암태권도,학원-예체능계학원 ,경기도 의정부시 회룡로192번길 38,11722,,,2020-09-04
의정부시,경희대갈멜전문태권도장,학원-예체능계학원 ,경기도 의정부시 민락동,11807,37.748135,127.117683,2020-09-04
의정부시,경희대발곡태권도,회원제형태-학원,경기도 의정부시 동일로466번길 70,11738,37.72924,127.062515,2020-09-04
의정부시,경희대비룡태권도,학원-예체능계학원 ,경기도 의정부시 부용로213번길 14,11772,37.74996,127.080596,2020-09-04
의정부시,경희대석사충효태권도,학원-예체능계학원 ,경기도 의정부시 신곡로 8,11734,,,2020-09-04
의정부시,경희대선무,회원제형태-학원,경기도 의정부시 추동로124번길 30,11779,37.746375,127.068177,2020-09-04
의정부시,경희대선일태권도장,학원-예체능계학원 ,경기도 의정부시 용민로 401,11770,,,2020-09-04
의정부시,경희대프라자충효체육관,회원제형태-학원,경기도 의정부시 신촌로29번길 24,11676,,,2020-09-04
의정부시,경희숲미술교습소,학원-예체능계학원 ,경기도 의정부시 장금로 35  ,11742,37.7419,127.057817,2020-09-04
의정부시,경희음악학원,학원-예체능계학원 ,경기도 의정부시 체육로 304,11610,37.760872,127.041296,2020-09-04
의정부시,고대과외방,학원-기타 교육기관,경기도 의정부시 장곡로628번길 21,11774,,,2020-09-04
의정부시,고등수능영어교습소,학원-외국어학원,경기도 의정부시 평화로 271-9   ,11708,37.715744,127.046795,2020-09-04
의정부시,고래학원,학원-보습학원,경기도 의정부시 추동로124번길 36,11779,,,2020-09-04
의정부시,고려전산학원,회원제형태-학원,경기도 의정부시 평화로 629,11686,37.748187,127.04515,2020-09-04
의정부시,고려지지이 영어교습소,회원제형태-학원,경기도 의정부시 경의로 145,11698,37.733236,127.051821,2020-09-04
의정부시,고명선예화무용학원,학원-예체능계학원 ,경기도 의정부시 의정부동,11695,37.740489,127.0506,2020-09-04
의정부시,고산국가대표태권도,학원-예체능계학원 ,경기도 의정부시 서광로 135,11800,37.728895,127.111071,2020-09-04
의정부시,고수의운전면허 의정부점,학원-기능학원,경기도 의정부시 평화로 546,11695,37.740698,127.047397,2020-09-04
의정부시,고수정수학교습소,학원-보습학원,경기도 의정부시 평화로 196,11712,37.709353,127.048346,2020-09-04
의정부시,고쌤수학교습소,학원-보습학원,경기도 의정부시 용민로 304,11812,37.751405,127.103539,2020-09-04
의정부시,고이수학,학원-보습학원,경기도 의정부시 신곡로56번길 11-16,11730,37.732378,127.057231,2020-09-04
의정부시,골드문고시원,학원-독서실,경기도 의정부시 추동로140번길38 ,11780,37.74685,127.068656,2020-09-04
의정부시,골드클래스학원,학원-보습학원,경기도 의정부시 승지로 4,11810,37.738404,127.089682,2020-09-04
의정부시,골든벨학원,학원-보습학원,경기도 의정부시 경의로 129,11698,37.733236,127.050015,2020-09-04
의정부시,공간미술교습소,학원-예체능계학원 ,경기도 의정부시 전좌로156번길 24,11640,,,2020-09-04
의정부시,공감수학 금오학원,학원-보습학원,경기도 의정부시 청사로47번길 26 ,11757,37.752267,127.068275,2020-09-04
의정부시,공명국어교습소,학원-보습학원,경기도 의정부시 장곡로 626,11775,37.750371,127.072211,2020-09-04
의정부시,공터영어신곡새말센터학원,학원-보습학원,경기도 의정부시 장곡로596번길 19,11775,37.749028,127.06941,2020-09-04
의정부시,공터영어오동센터학원,학원-보습학원,경기도 의정부시 용현로 103,11803,,,2020-09-04
의정부시,과도 영어 학원,학원-보습학원,경기도 의정부시 장곡로596번길 9,11775,,,2020-09-04
의정부시,과외교습,학원-예체능계학원 ,경기도 의정부시 능곡로 16-7,11747,37.739764,127.060334,2020-09-04
의정부시,과외교실,회원제형태-학원,경기도 의정부시 회룡로105번길 37,11633,37.7275,127.04475,2020-09-04
의정부시,관인선화음악학원,학원-예체능계학원 ,경기도 의정부시 시민로 254,11736,37.735546,127.062985,2020-09-04
의정부시,관인수음악학원,학원-예체능계학원 ,경기도 의정부시 동일로454번길 43,11738,,,2020-09-04
의정부시,교원더퍼스트캠퍼스학원,학원-보습학원,경기도 의정부시 회룡로 137,11703,37.726096,127.049273,2020-09-04
의정부시,구쌤수학,학원-기타 교육기관,경기도 의정부시 동일로 397,11719,37.724394,127.058666,2020-09-04
의정부시,국가대표 건영태권도,학원-예체능계학원 ,경기도 의정부시 능곡로26번길 28,11747,,,2020-09-04
의정부시,국가대표 민락줄넘기장,학원-예체능계학원 ,경기도 의정부시 오목로 229,11813,37.746578,127.09991,2020-09-04
의정부시,국가대표민락점프줄넘기클럽,학원-예체능계학원 ,경기도 의정부시 오목로 107,11808,,,2020-09-04
의정부시,국가대표호동태권도장,학원-예체능계학원 ,경기도 의정부시 신흥로119번길 54,11631,37.727104,127.040339,2020-09-04
의정부시,국가태권도학교,학원-예체능계학원 ,경기도 의정부시 둔야로49 ,11673,37.740039,127.038544,2020-09-04
의정부시,국개대표힘찬태권도,학원-예체능계학원 ,경기도 의정부시 용현로159번길 12,11805,37.740959,127.093985,2020-09-04
의정부시,국어수학세움학원,회원제형태-학원,경기도 의정부시 장곡로626,11775,,,2020-09-04
의정부시,국풍2000국어전문학원,학원-보습학원,경기도 의정부시 천보로 38,11813,,,2020-09-04
의정부시,굿레지던스,학원-독서실,경기도 의정부시 신흥로258번길 25,11670,37.739223,127.044795,2020-09-04
의정부시,굿레지던스,학원-독서실,경기도 의정부시 신흥로258번길 25,11670,37.739223,127.044795,2020-09-04
의정부시,권경욱어학원,회원제형태-학원,경기도 의정부시 청사로5번길 8-17,11775,,,2020-09-04
의정부시,그랜드음악학원,학원-예체능계학원 ,경기도 의정부시 평화로 324,11706,,,2020-09-04
의정부시,그루터기수학국어학원,학원-보습학원,경기도 의정부시 발곡로 10,11729,,,2020-09-04
의정부시,그리다 미술,학원-예체능계학원 ,경기도 의정부시 능곡로26번길 28   ,11747,,,2020-09-04
의정부시,그린고시텔,학원-독서실,경기도 의정부시 평화로542번길 5 ,11695,37.740427,127.047571,2020-09-04
의정부시,그린독서실,학원-독서실,경기도 의정부시 회룡로 138,11704,37.725651,127.049184,2020-09-04
의정부시,그림숲미술교습소,학원-예체능계학원 ,경기도 의정부시 신흥로 81,11636,37.723374,127.043205,2020-09-04
의정부시,그림터미술학원,학원-예체능계학원 ,경기도 의정부시 장금로 50 ,11746,37.74184,127.059848,2020-09-04
의정부시,그릿독서실,학원-독서실,경기도 의정부시 신곡로 47,11729,,,2020-09-04
의정부시,극진공수도 의정부도장,학원-예체능계학원 ,경기도 의정부시 평화로552번길 29,11692,,,2020-09-04
의정부시,글로리실용음악학원,회원제형태-학원,경기도 의정부시 호원동,11706,37.708844,127.047389,2020-09-04
의정부시,글로벌어학원,회원제형태-학원,경기도 의정부시 시민로 118,11697,37.738211,127.048262,2020-09-04
의정부시,글맥국어전문학원,학원-보습학원,경기도 의정부시 신곡로 47,11729,37.73094,127.056379,2020-09-04
의정부시,글뫼학원,회원제형태-학원,경기도 의정부시 가능동,11683,,,2020-09-04
의정부시,금빛태권도,학원-예체능계학원 ,경기도 의정부시 호동로 67,11631,37.727851,127.043242,2020-09-04
의정부시,금오검도관,회원제형태-학원,경기도 의정부시 청사로47번길 26,11757,,,2020-09-04
의정부시,금오민족사관입시학원,회원제형태-학원,경기도 의정부시 신곡동,11775,,,2020-09-04
의정부시,금오수(Soo)영어학원,학원-보습학원,경기도 의정부시 청사로47번길,11757,37.752267,127.068275,2020-09-04
의정부시,금오에듀플렉스학원,학원-보습학원,경기도 의정부시 청사로5번길 8-17,11775,,,2020-09-04
의정부시,금오위너스학원,학원-보습학원,경기도 의정부시 부용로 95,11757,,,2020-09-04
의정부시,금오유도체육관,학원-예체능계학원 ,경기도 의정부시 오목로225번길 162 ,11813,,,2020-09-04
의정부시,금오인성태권도,학원-예체능계학원 ,경기도 의정부시 금오동,11757,37.751346,127.068535,2020-09-04
의정부시,금오청도체육관,학원-예체능계학원 ,경기도 의정부시 산곡동,11799,,,2020-09-04
의정부시,금오태권도,학원-예체능계학원 ,경기도 의정부시 상금로33,11764,,,2020-09-04
의정부시,금오피아노학원,학원-예체능계학원 ,경기도 의정부시 금오동,11764,,,2020-09-04
의정부시,금오해법영어교습소,학원-외국어학원,경기도 의정부시 상금로 26  ,11764,37.75782,127.075236,2020-09-04
의정부시,금오효요양보호교육원,학원-기능학원,경기도 의정부시 청사로47번길 12,11757,,,2020-09-04
의정부시,기승전수학,학원-기타 교육기관,경기도 의정부시 용현로 143,11804,,,2020-09-04
의정부시,기찬학원,학원-보습학원,경기도 의정부시 장곡로628번길 26,11775,,,2020-09-04
의정부시,기탄사고력 민락라디언트교실,학원-기타 교육기관,경기도 의정부시 용민로 419,11815,37.755661,127.114937,2020-09-04
의정부시,기탄사고력교실 녹양버들개,학원-기타 교육기관,경기도 의정부시 녹양로62번길 19-10,11613,37.75679,127.034616,2020-09-04
의정부시,기탄사고력신곡풍림한국교실,학원-기타 교육기관,경기도 의정부시 회룡로 245,11739,37.727358,127.061249,2020-09-04
